unix,date,symbol,open,high,low,close,Volume LINK,Volume USD
1748908800,2025-06-03 00:00:00,LINK/USD,14.089500,14.457460,14.002710,14.124720,13868.218161,195884.698423
1748822400,2025-06-02 00:00:00,LINK/USD,14.069620,14.124090,13.599590,14.089500,10171.612972,143312.940969
1748736000,2025-06-01 00:00:00,LINK/USD,13.996110,14.131920,13.640000,14.069620,5431.773540,76422.989634
1748649600,2025-05-31 00:00:00,LINK/USD,13.900920,14.336100,13.500000,13.996110,31190.375646,436543.928483
1748563200,2025-05-30 00:00:00,LINK/USD,15.010000,15.099500,13.751560,13.900920,48483.846438,673970.070627
1748476800,2025-05-29 00:00:00,LINK/USD,15.656890,16.178510,15.010000,15.010000,26058.318906,391135.366779
1748390400,2025-05-28 00:00:00,LINK/USD,15.903940,16.150000,15.316340,15.656890,20232.455864,316777.335893
1748304000,2025-05-27 00:00:00,LINK/USD,15.518100,16.125540,15.168040,15.903940,25671.169331,408272.736770
1748217600,2025-05-26 00:00:00,LINK/USD,15.434390,15.969980,15.411960,15.518100,18938.484489,293889.296149
1748131200,2025-05-25 00:00:00,LINK/USD,15.383900,15.551440,14.907770,15.434390,16162.753200,249462.236363
1748044800,2025-05-24 00:00:00,LINK/USD,15.514880,15.927330,15.292440,15.383900,13129.506871,201983.020753
1747958400,2025-05-23 00:00:00,LINK/USD,16.745310,17.144240,15.456770,15.514880,31899.807093,494921.679071
1747872000,2025-05-22 00:00:00,LINK/USD,16.106550,16.892920,16.058590,16.745310,29439.768378,492978.047818
1747785600,2025-05-21 00:00:00,LINK/USD,15.695990,16.499600,15.528750,16.106550,30641.209466,493524.172325
1747699200,2025-05-20 00:00:00,LINK/USD,15.803440,16.410690,15.260380,15.695990,18100.133106,284099.508230
1747612800,2025-05-19 00:00:00,LINK/USD,15.897710,15.976540,14.868550,15.803440,30241.123328,477913.778047
1747526400,2025-05-18 00:00:00,LINK/USD,15.324310,16.392250,14.876110,15.897710,27361.901128,434991.569182
1747440000,2025-05-17 00:00:00,LINK/USD,15.841080,15.841080,15.100000,15.324310,11220.216065,171942.069247
1747353600,2025-05-16 00:00:00,LINK/USD,16.020410,16.516940,15.638690,15.841080,25105.136808,397692.480586
1747267200,2025-05-15 00:00:00,LINK/USD,17.030060,17.213470,15.717410,16.020410,26562.706122,425545.442784
1747180800,2025-05-14 00:00:00,LINK/USD,17.441040,17.510000,16.688660,17.030060,16647.386695,283505.994259
1747094400,2025-05-13 00:00:00,LINK/USD,16.750310,17.800000,16.034960,17.441040,28180.080405,491489.909547
1747008000,2025-05-12 00:00:00,LINK/USD,17.065940,17.969380,16.034960,16.750310,49594.134611,830717.128916
1746921600,2025-05-11 00:00:00,LINK/USD,17.330590,17.340210,16.309390,17.065940,18566.883072,316861.312494
1746835200,2025-05-10 00:00:00,LINK/USD,16.025270,17.450870,15.872330,17.330590,23953.920871,415135.581508
1746748800,2025-05-09 00:00:00,LINK/USD,15.858430,16.722090,15.583110,16.025270,36830.232234,590214.415713
1746662400,2025-05-08 00:00:00,LINK/USD,13.807920,15.967100,13.807920,15.858430,59031.543362,936147.598198
1746576000,2025-05-07 00:00:00,LINK/USD,13.837510,14.082490,13.463220,13.807920,17223.037987,237814.330681
1746489600,2025-05-06 00:00:00,LINK/USD,13.671690,13.861650,13.228920,13.837510,8520.979049,117909.132800
1746403200,2025-05-05 00:00:00,LINK/USD,13.841930,14.181000,13.492490,13.671690,26055.921576,356228.482451
1746316800,2025-05-04 00:00:00,LINK/USD,14.251740,14.360210,13.841930,13.841930,9396.469455,130065.272443
1746230400,2025-05-03 00:00:00,LINK/USD,14.664900,14.669520,14.181000,14.251740,9773.018768,139282.522497
1746144000,2025-05-02 00:00:00,LINK/USD,14.733330,15.024910,14.504050,14.664900,20177.662751,295903.406477
1746057600,2025-05-01 00:00:00,LINK/USD,14.283840,15.027880,14.283840,14.733330,25777.496746,379788.366133
1745971200,2025-04-30 00:00:00,LINK/USD,14.621360,14.734580,13.847830,14.283840,11205.398802,160056.123624
1745884800,2025-04-29 00:00:00,LINK/USD,15.023450,15.217660,14.502020,14.621360,8963.200954,131054.187901
1745798400,2025-04-28 00:00:00,LINK/USD,14.571170,15.102340,14.258210,15.023450,12730.980103,191263.243028
1745712000,2025-04-27 00:00:00,LINK/USD,14.880620,15.091290,14.401570,14.571170,8600.308171,125316.552412
1745625600,2025-04-26 00:00:00,LINK/USD,14.943740,15.272310,14.707140,14.880620,7286.711085,108430.778706
1745539200,2025-04-25 00:00:00,LINK/USD,15.032860,15.353610,14.732070,14.943740,23465.857141,350667.667992
1745452800,2025-04-24 00:00:00,LINK/USD,15.021790,15.121180,14.186070,15.032860,25282.480148,380067.984518
1745366400,2025-04-23 00:00:00,LINK/USD,14.137500,15.289020,14.046400,15.021790,24927.871751,374461.254590
1745280000,2025-04-22 00:00:00,LINK/USD,13.102070,14.163390,12.892200,14.137500,26746.646108,378130.709352
1745193600,2025-04-21 00:00:00,LINK/USD,13.275000,13.669000,13.006560,13.102070,18758.223239,245771.553953
1745107200,2025-04-20 00:00:00,LINK/USD,12.954730,13.576160,12.891320,13.275000,13158.500846,174679.098731
1745020800,2025-04-19 00:00:00,LINK/USD,12.554470,13.030220,12.539130,12.954730,3860.588540,50012.882177
1744934400,2025-04-18 00:00:00,LINK/USD,12.521120,12.715350,12.416490,12.554470,7459.840261,93654.340762
1744848000,2025-04-17 00:00:00,LINK/USD,12.364450,12.684510,12.200000,12.521120,12053.821766,150927.348791
1744761600,2025-04-16 00:00:00,LINK/USD,12.235280,12.512440,11.926690,12.364450,53295.595916,658970.730924
1744675200,2025-04-15 00:00:00,LINK/USD,12.600100,12.828710,12.211520,12.235280,14650.431490,179252.131401
1744588800,2025-04-14 00:00:00,LINK/USD,12.618510,13.225990,12.585870,12.600100,18230.437534,229705.335972
1744502400,2025-04-13 00:00:00,LINK/USD,13.167540,13.241180,12.453030,12.618510,12541.977003,158261.062232
1744416000,2025-04-12 00:00:00,LINK/USD,12.675910,13.277780,12.477020,13.167540,12340.337528,162491.888013
1744329600,2025-04-11 00:00:00,LINK/USD,12.060000,12.888210,12.043000,12.675910,17250.221070,218662.249763
1744243200,2025-04-10 00:00:00,LINK/USD,12.670710,12.670710,11.665470,12.060000,31558.738933,380598.391532
1744156800,2025-04-09 00:00:00,LINK/USD,10.900730,12.859170,10.446510,12.670710,58439.748142,740473.101180
1744070400,2025-04-08 00:00:00,LINK/USD,11.466210,11.943400,10.826370,10.900730,45862.997297,499940.150525
1743984000,2025-04-07 00:00:00,LINK/USD,11.281460,11.858480,10.140850,11.466210,55953.715457,641577.051710
1743897600,2025-04-06 00:00:00,LINK/USD,12.801220,12.958900,11.010000,11.281460,63595.087933,717445.440713
1743811200,2025-04-05 00:00:00,LINK/USD,12.893370,13.031000,12.588170,12.801220,5637.400034,72165.598063
1743724800,2025-04-04 00:00:00,LINK/USD,12.872520,13.187890,12.389330,12.893370,34500.432823,444826.845547
1743638400,2025-04-03 00:00:00,LINK/USD,12.931630,13.277450,12.318310,12.872520,23494.305950,302430.923227
1743552000,2025-04-02 00:00:00,LINK/USD,14.006000,14.381190,12.811650,12.931630,30257.502941,391278.832757
1743465600,2025-04-01 00:00:00,LINK/USD,13.474190,14.367090,13.474190,14.006000,23416.363210,327969.583119
1743379200,2025-03-31 00:00:00,LINK/USD,13.385370,13.690160,12.956940,13.474190,26345.428609,354983.310709
1743292800,2025-03-30 00:00:00,LINK/USD,13.552160,13.792850,13.195500,13.385370,8917.163999,119359.539477
1743206400,2025-03-29 00:00:00,LINK/USD,14.230270,14.390160,13.378760,13.552160,14639.147023,198392.062719
1743120000,2025-03-28 00:00:00,LINK/USD,15.495000,15.554390,13.983510,14.230270,33679.865201,479273.575374
1743033600,2025-03-27 00:00:00,LINK/USD,15.237310,15.774990,15.170220,15.495000,11015.057148,170678.310508
1742947200,2025-03-26 00:00:00,LINK/USD,15.442750,15.975870,14.934020,15.237310,23101.908385,352010.939654
1742860800,2025-03-25 00:00:00,LINK/USD,15.134000,15.570170,14.859070,15.442750,16761.490970,258843.514677
1742774400,2025-03-24 00:00:00,LINK/USD,14.420440,15.379110,14.136420,15.134000,23419.737163,354434.302225
1742688000,2025-03-23 00:00:00,LINK/USD,14.179450,14.464500,14.179450,14.420440,7026.439104,101324.343513
1742601600,2025-03-22 00:00:00,LINK/USD,13.959810,14.472790,13.952380,14.179450,5859.616469,83086.138741
1742515200,2025-03-21 00:00:00,LINK/USD,14.205680,14.367710,13.817330,13.959810,38977.515756,544118.714226
1742428800,2025-03-20 00:00:00,LINK/USD,15.021660,15.150000,14.078380,14.205680,19584.856583,278216.205464
1742342400,2025-03-19 00:00:00,LINK/USD,13.925110,15.034270,13.585410,15.021660,52806.595553,793242.724155
1742256000,2025-03-18 00:00:00,LINK/USD,14.054000,14.235020,13.444460,13.925110,28296.047957,394025.580367
1742169600,2025-03-17 00:00:00,LINK/USD,13.363510,14.252430,13.363510,14.054000,23250.353038,326760.461596
1742083200,2025-03-16 00:00:00,LINK/USD,14.034440,14.180850,13.225520,13.363510,16883.728116,225625.869515
1741996800,2025-03-15 00:00:00,LINK/USD,13.661120,14.256850,13.653030,14.034440,13831.502885,194117.397349
1741910400,2025-03-14 00:00:00,LINK/USD,13.016310,14.767700,12.993000,13.661120,159426.578720,2177945.623083
1741824000,2025-03-13 00:00:00,LINK/USD,13.455000,13.552820,12.713370,13.016310,38630.660828,502828.656842
1741737600,2025-03-12 00:00:00,LINK/USD,13.078650,13.880800,12.648000,13.455000,45335.098173,609983.745918
1741651200,2025-03-11 00:00:00,LINK/USD,12.610000,13.631320,11.894830,13.078650,71671.740845,937369.613402
1741564800,2025-03-10 00:00:00,LINK/USD,13.734660,14.550470,12.351290,12.610000,65753.127227,829146.934332
1741478400,2025-03-09 00:00:00,LINK/USD,15.223230,15.360300,13.615270,13.734660,41537.612477,570504.984583
1741392000,2025-03-08 00:00:00,LINK/USD,15.958740,16.014420,15.143100,15.223230,13917.111684,211863.392101
1741305600,2025-03-07 00:00:00,LINK/USD,17.043000,17.510660,15.758960,15.958740,78474.175869,1252348.969408
1741219200,2025-03-06 00:00:00,LINK/USD,16.422680,17.649000,16.399820,17.043000,128222.594450,2185297.677211
1741132800,2025-03-05 00:00:00,LINK/USD,14.869170,16.571040,14.654610,16.422680,56318.440551,924899.727268
1741046400,2025-03-04 00:00:00,LINK/USD,14.410700,15.343680,13.100000,14.869170,109630.306545,1630111.665170
1740960000,2025-03-03 00:00:00,LINK/USD,17.430870,17.543200,14.394860,14.410700,48393.158971,697379.295983
1740873600,2025-03-02 00:00:00,LINK/USD,14.769660,17.538000,14.387870,17.430870,166913.891357,2909454.341438
1740787200,2025-03-01 00:00:00,LINK/USD,14.823030,15.106020,14.248060,14.769660,31430.372094,464215.909502
1740700800,2025-02-28 00:00:00,LINK/USD,15.103000,15.171000,13.443480,14.823030,126151.886401,1869953.196679
1740614400,2025-02-27 00:00:00,LINK/USD,15.241240,15.761570,14.768070,15.103000,25304.357308,382171.708423
1740528000,2025-02-26 00:00:00,LINK/USD,15.297000,15.748860,14.664590,15.241240,62463.673603,952023.840665
1740441600,2025-02-25 00:00:00,LINK/USD,15.228000,15.562900,14.067330,15.297000,66666.962767,1019804.529447
1740355200,2025-02-24 00:00:00,LINK/USD,17.577590,17.700000,15.000000,15.228000,51788.098205,788629.159466
1740268800,2025-02-23 00:00:00,LINK/USD,17.804690,18.111030,17.438850,17.577590,7429.769719,130597.445915
1740182400,2025-02-22 00:00:00,LINK/USD,17.413390,18.012890,17.305580,17.804690,6699.818281,119288.187550
1740096000,2025-02-21 00:00:00,LINK/USD,18.338000,19.047980,17.124020,17.413390,44724.391950,778803.279538
1740009600,2025-02-20 00:00:00,LINK/USD,18.002970,18.460980,17.834000,18.338000,22595.897151,414363.561955
1739923200,2025-02-19 00:00:00,LINK/USD,17.884910,18.175430,17.438850,18.002970,21142.545173,380628.606473
1739836800,2025-02-18 00:00:00,LINK/USD,19.101000,19.174900,17.300000,17.884910,51364.963108,918657.742340
1739750400,2025-02-17 00:00:00,LINK/USD,18.651950,19.767480,18.371000,19.101000,34659.609383,662033.198825
1739664000,2025-02-16 00:00:00,LINK/USD,19.028060,19.237810,18.576580,18.651950,11251.197422,209856.771755
1739577600,2025-02-15 00:00:00,LINK/USD,19.420790,19.641820,18.762340,19.028060,29489.296886,561124.110505
1739491200,2025-02-14 00:00:00,LINK/USD,18.561080,19.850000,18.452000,19.420790,30623.777689,594737.955505
1739404800,2025-02-13 00:00:00,LINK/USD,19.203930,19.333450,18.200000,18.561080,24466.323833,454121.393970
1739318400,2025-02-12 00:00:00,LINK/USD,18.655320,19.500000,17.510000,19.203930,66417.292295,1275473.032023
1739232000,2025-02-11 00:00:00,LINK/USD,18.796960,19.768210,18.227000,18.655320,26028.928728,485577.994678
1739145600,2025-02-10 00:00:00,LINK/USD,18.306070,19.329030,17.703380,18.796960,17481.675516,328602.355407
1739059200,2025-02-09 00:00:00,LINK/USD,18.470080,19.002280,17.471200,18.306070,12990.271553,237800.820368
1738972800,2025-02-08 00:00:00,LINK/USD,18.401170,18.644610,17.899340,18.470080,18044.217806,333278.146414
1738886400,2025-02-07 00:00:00,LINK/USD,18.586040,19.846010,17.821710,18.401170,48198.131951,886902.019713
1738800000,2025-02-06 00:00:00,LINK/USD,19.237800,19.931490,18.445680,18.586040,41824.028695,777343.070286
1738713600,2025-02-05 00:00:00,LINK/USD,20.044810,20.372200,18.991620,19.237800,40794.426615,784795.020334
1738627200,2025-02-04 00:00:00,LINK/USD,21.700000,21.737840,19.355040,20.044810,55589.340710,1114277.772557
1738540800,2025-02-03 00:00:00,LINK/USD,20.468270,22.076470,16.799960,21.700000,122815.469763,2665095.693857
1738454400,2025-02-02 00:00:00,LINK/USD,23.086100,23.308550,19.399620,20.468270,48138.339573,985308.531732
1738368000,2025-02-01 00:00:00,LINK/USD,25.118380,25.910260,22.785460,23.086100,26446.855486,610554.750435
1738281600,2025-01-31 00:00:00,LINK/USD,24.435660,26.376440,24.174170,25.118380,29500.585998,741006.929320
1738195200,2025-01-30 00:00:00,LINK/USD,23.596890,25.226690,23.405640,24.435660,40618.864748,992548.768568
1738108800,2025-01-29 00:00:00,LINK/USD,22.644000,24.444780,22.337240,23.596890,33852.510221,798813.959909
1738022400,2025-01-28 00:00:00,LINK/USD,24.192270,24.663540,22.363920,22.644000,35614.896771,806463.722483
1737936000,2025-01-27 00:00:00,LINK/USD,24.908480,25.115170,22.209840,24.192270,63811.056827,1543734.315744
1737849600,2025-01-26 00:00:00,LINK/USD,24.920000,26.387980,24.846170,24.908480,17234.425899,429283.352817
1737763200,2025-01-25 00:00:00,LINK/USD,25.220160,25.427270,24.723260,24.920000,27409.999686,683057.192175
1737676800,2025-01-24 00:00:00,LINK/USD,25.629380,26.430050,24.879000,25.220160,36059.515853,909426.759335
1737590400,2025-01-23 00:00:00,LINK/USD,25.285940,26.838390,24.033570,25.629380,74996.035739,1922101.898448
1737504000,2025-01-22 00:00:00,LINK/USD,26.664000,27.151260,25.214430,25.285940,29904.316396,756158.750130
1737417600,2025-01-21 00:00:00,LINK/USD,25.084840,27.044670,23.682790,26.664000,81856.939332,2182633.430348
1737331200,2025-01-20 00:00:00,LINK/USD,24.367340,26.884590,23.320390,25.084840,68028.798985,1706491.537931
1737244800,2025-01-19 00:00:00,LINK/USD,24.127690,26.648200,22.200000,24.367340,67072.700267,1634383.292124
1737158400,2025-01-18 00:00:00,LINK/USD,25.084010,25.632670,23.354100,24.127690,41045.653285,990336.798308
1737072000,2025-01-17 00:00:00,LINK/USD,23.019350,25.220150,23.019350,25.084010,33698.373333,845290.333669
1736985600,2025-01-16 00:00:00,LINK/USD,22.150000,23.822750,21.322690,23.019350,39130.446231,900757.437448
1736899200,2025-01-15 00:00:00,LINK/USD,20.269240,22.191020,20.089550,22.150000,39344.192029,871473.853442
1736812800,2025-01-14 00:00:00,LINK/USD,19.359800,20.490960,19.274940,20.269240,24762.946239,501926.100425
1736726400,2025-01-13 00:00:00,LINK/USD,19.860790,20.440000,17.871620,19.359800,45647.719757,883730.724952
1736640000,2025-01-12 00:00:00,LINK/USD,20.185750,20.316250,19.616200,19.860790,12392.753701,246129.878777
1736553600,2025-01-11 00:00:00,LINK/USD,20.269960,20.672100,19.826440,20.185750,8911.882908,179893.040410
1736467200,2025-01-10 00:00:00,LINK/USD,19.654200,20.533720,19.570310,20.269960,23949.639681,485458.238348
1736380800,2025-01-09 00:00:00,LINK/USD,20.500430,20.759850,19.147940,19.654200,40125.932516,788643.102856
1736294400,2025-01-08 00:00:00,LINK/USD,21.379760,21.732610,19.610590,20.500430,48104.722786,986167.502144
1736208000,2025-01-07 00:00:00,LINK/USD,23.835900,23.835900,21.200610,21.379760,44839.042318,958647.963389
1736121600,2025-01-06 00:00:00,LINK/USD,23.505190,24.770900,22.976920,23.835900,50083.910840,1193795.090391
1736035200,2025-01-05 00:00:00,LINK/USD,23.573440,23.739120,22.832740,23.505190,26772.255983,629286.963609
1735948800,2025-01-04 00:00:00,LINK/USD,23.458040,24.001940,22.900000,23.573440,9714.128391,228995.422778
1735862400,2025-01-03 00:00:00,LINK/USD,22.010140,23.856860,21.604990,23.458040,34986.924168,820724.666610
1735776000,2025-01-02 00:00:00,LINK/USD,21.708460,22.851600,21.697900,22.010140,35757.902930,787036.449596
1735689600,2025-01-01 00:00:00,LINK/USD,19.993380,21.881300,19.686430,21.708460,41095.866753,892127.979573
1735603200,2024-12-31 00:00:00,LINK/USD,20.565000,21.088690,19.826440,19.993380,29538.709484,590578.643423
1735516800,2024-12-30 00:00:00,LINK/USD,20.924030,21.757570,20.070580,20.565000,26037.447181,535460.101277
1735430400,2024-12-29 00:00:00,LINK/USD,21.947310,21.971240,20.747830,20.924030,12138.563533,253987.667521
1735344000,2024-12-28 00:00:00,LINK/USD,21.512720,22.348940,21.046590,21.947310,15395.854235,337897.585610
1735257600,2024-12-27 00:00:00,LINK/USD,22.688290,23.646240,21.352480,21.512720,43412.804176,933927.500653
1735171200,2024-12-26 00:00:00,LINK/USD,24.443680,24.690480,22.415830,22.688290,10626.276556,241092.044123
1735084800,2024-12-25 00:00:00,LINK/USD,25.442710,25.523700,24.158730,24.443680,12299.193093,300637.540224
1734998400,2024-12-24 00:00:00,LINK/USD,24.492220,25.965680,23.507350,25.442710,33825.025951,860600.326014
1734912000,2024-12-23 00:00:00,LINK/USD,22.121120,24.920110,21.481780,24.492220,29556.506501,723904.459654
1734825600,2024-12-22 00:00:00,LINK/USD,22.167700,22.739570,21.294370,22.121120,18115.309498,400730.935242
1734739200,2024-12-21 00:00:00,LINK/USD,23.361920,24.947700,21.804230,22.167700,36316.494628,805053.157965
1734652800,2024-12-20 00:00:00,LINK/USD,22.785460,23.718590,20.000000,23.361920,102620.694231,2397416.448969
1734566400,2024-12-19 00:00:00,LINK/USD,24.882640,25.596630,21.684540,22.785460,146729.299868,3343294.592970
1734480000,2024-12-18 00:00:00,LINK/USD,27.827030,28.387010,24.723260,24.882640,65694.819588,1634660.545673
1734393600,2024-12-17 00:00:00,LINK/USD,28.750400,29.032990,27.329580,27.827030,45934.632002,1278224.382759
1734307200,2024-12-16 00:00:00,LINK/USD,29.224410,30.750000,28.412410,28.750400,76097.466557,2187832.602500
1734220800,2024-12-15 00:00:00,LINK/USD,29.121490,29.792620,28.056790,29.224410,52165.729904,1524512.678664
1734134400,2024-12-14 00:00:00,LINK/USD,28.915820,30.683650,28.688570,29.121490,47497.180380,1383188.663464
1734048000,2024-12-13 00:00:00,LINK/USD,29.029870,30.880000,27.550000,28.915820,87463.805078,2529087.644151
1733961600,2024-12-12 00:00:00,LINK/USD,24.090750,29.350290,23.923120,29.029870,163317.899808,4741097.400099
1733875200,2024-12-11 00:00:00,LINK/USD,22.161100,24.352960,21.200610,24.090750,58778.073091,1416007.864317
1733788800,2024-12-10 00:00:00,LINK/USD,22.320620,23.799520,20.325700,22.161100,90086.473921,1996415.357211
1733702400,2024-12-09 00:00:00,LINK/USD,26.073390,27.294450,19.476960,22.320620,131370.047755,2932260.915321
1733616000,2024-12-08 00:00:00,LINK/USD,24.781500,27.300440,24.670540,26.073390,55410.569456,1444741.387548
1733529600,2024-12-07 00:00:00,LINK/USD,25.900810,26.800000,24.470180,24.781500,41324.652561,1024086.877440
1733443200,2024-12-06 00:00:00,LINK/USD,23.167340,26.376980,22.806110,25.900810,59003.481341,1528237.959552
1733356800,2024-12-05 00:00:00,LINK/USD,24.126680,24.845840,22.530700,23.167340,75822.463164,1756604.783758
1733270400,2024-12-04 00:00:00,LINK/USD,24.140220,26.400000,23.672170,24.126680,96379.679478,2325321.685268
1733184000,2024-12-03 00:00:00,LINK/USD,25.128340,26.121030,22.535110,24.140220,119066.376166,2874288.515250
1733097600,2024-12-02 00:00:00,LINK/USD,18.875650,26.669990,18.557520,25.128340,248595.154461,6246783.563649
1733011200,2024-12-01 00:00:00,LINK/USD,19.016810,19.100360,18.110940,18.875650,86965.108372,1641522.947842
1732924800,2024-11-30 00:00:00,LINK/USD,18.298400,19.414670,17.950650,19.016810,36233.211508,689040.098937
1732838400,2024-11-29 00:00:00,LINK/USD,17.931600,18.397300,17.532090,18.298400,21547.636296,394287.267999
1732752000,2024-11-28 00:00:00,LINK/USD,18.610600,18.649100,17.473340,17.931600,22233.286605,398678.402086
1732665600,2024-11-27 00:00:00,LINK/USD,17.367320,18.945130,16.944220,18.610600,58207.245805,1083271.768779
1732579200,2024-11-26 00:00:00,LINK/USD,17.323740,17.805810,16.186620,17.367320,42308.323448,734782.191985
1732492800,2024-11-25 00:00:00,LINK/USD,17.867170,18.980000,17.123000,17.323740,53028.205783,918646.849651
1732406400,2024-11-24 00:00:00,LINK/USD,17.334160,18.320090,16.142000,17.867170,30188.714792,539386.899270
1732320000,2024-11-23 00:00:00,LINK/USD,16.574990,18.368900,16.320200,17.334160,62187.926469,1077975.467482
1732233600,2024-11-22 00:00:00,LINK/USD,14.902100,16.610300,14.720430,16.574990,67231.094778,1114354.723634
1732147200,2024-11-21 00:00:00,LINK/USD,14.200200,15.373740,13.850420,14.902100,45484.507280,677814.675937
1732060800,2024-11-20 00:00:00,LINK/USD,14.622270,15.275990,14.046850,14.200200,27521.580766,390811.951193
1731974400,2024-11-19 00:00:00,LINK/USD,15.194890,15.378720,14.406910,14.622270,30332.308492,443527.204493
1731888000,2024-11-18 00:00:00,LINK/USD,13.765260,15.980000,13.764550,15.194890,50503.451829,767394.395162
1731801600,2024-11-17 00:00:00,LINK/USD,14.451120,14.868980,13.599800,13.765260,29582.558671,407211.611572
1731715200,2024-11-16 00:00:00,LINK/USD,13.831000,14.788900,13.723860,14.451120,27704.543798,400361.686970
1731628800,2024-11-15 00:00:00,LINK/USD,12.935570,13.919100,12.735620,13.831000,31514.320781,435874.570722
1731542400,2024-11-14 00:00:00,LINK/USD,13.450990,13.813000,12.755350,12.935570,64193.394852,830378.152646
1731456000,2024-11-13 00:00:00,LINK/USD,13.962160,14.369150,13.088900,13.450990,50518.321516,679521.437529
1731369600,2024-11-12 00:00:00,LINK/USD,14.819310,15.268130,13.650000,13.962160,69516.030851,970593.945307
1731283200,2024-11-11 00:00:00,LINK/USD,14.305010,14.840000,13.627410,14.819310,40023.291306,593117.561084
1731196800,2024-11-10 00:00:00,LINK/USD,13.714100,14.863030,13.662010,14.305010,35026.608766,501055.988664
1731110400,2024-11-09 00:00:00,LINK/USD,13.705140,13.834410,13.301700,13.714100,10815.461707,148324.323396
1731024000,2024-11-08 00:00:00,LINK/USD,12.587850,13.791750,12.530000,13.705140,26167.850967,358634.061002
1730937600,2024-11-07 00:00:00,LINK/USD,12.141390,12.699330,12.080000,12.587850,18976.091491,238868.193275
1730851200,2024-11-06 00:00:00,LINK/USD,10.871120,12.306350,10.812030,12.141390,47185.742813,572900.505932
1730764800,2024-11-05 00:00:00,LINK/USD,10.239000,10.942580,10.188610,10.871120,20248.296736,220121.663613
1730678400,2024-11-04 00:00:00,LINK/USD,10.784000,10.907000,10.075000,10.239000,11915.074755,121998.450416
1730592000,2024-11-03 00:00:00,LINK/USD,11.143670,11.227000,10.520890,10.784000,7899.660821,85189.942294
1730505600,2024-11-02 00:00:00,LINK/USD,11.267000,11.379650,11.082000,11.143670,6199.949568,69090.192002
1730419200,2024-11-01 00:00:00,LINK/USD,11.420000,11.908600,11.154810,11.267000,32833.047358,369929.944583
1730332800,2024-10-31 00:00:00,LINK/USD,12.406810,12.460000,11.321860,11.420000,18295.785065,208937.865442
1730246400,2024-10-30 00:00:00,LINK/USD,11.787950,12.462760,11.652920,12.406810,28068.165201,348236.392697
