unix,open,high,low,close,Volume BTC,Volume USDT
1741186800,88849.000000,89410.000000,87999.000000,88479.000000,0.977265,86467.391004
1741183200,89632.000000,89632.000000,88214.000000,88214.000000,0.277366,24467.566970
1741179600,90254.000000,90271.000000,89119.000000,89553.000000,2.949605,264145.988207
1741176000,90739.000000,90809.000000,90626.000000,90626.000000,0.043035,3900.092629
1741172400,89842.000000,90044.000000,89712.000000,89797.000000,0.218482,19619.042522
1741168800,88656.000000,90009.000000,88429.000000,89838.000000,0.763305,68573.800879
1741165200,88277.000000,88466.000000,88205.000000,88428.000000,0.008806,778.739413
1741161600,87648.000000,87869.000000,87648.000000,87839.000000,0.023005,2020.701938
1741158000,87518.000000,87635.000000,87397.000000,87594.000000,0.278583,24402.158133
1741154400,87079.000000,87485.000000,87007.000000,87485.000000,0.018316,1602.395382
1741150800,86983.000000,87146.000000,86870.000000,87130.000000,0.045268,3944.200840
1741147200,86999.000000,87203.000000,86910.000000,86953.000000,0.040587,3529.157063
1741143600,87805.000000,87841.000000,87306.000000,87306.000000,0.067368,5881.610528
1741140000,87496.000000,87758.000000,87177.000000,87758.000000,0.056221,4933.853049
1741136400,86735.000000,87665.000000,86735.000000,87665.000000,0.090386,7923.700963
1741132800,87078.000000,87122.000000,86707.000000,86727.000000,0.071997,6244.068208
1741129200,87155.000000,87361.000000,87145.000000,87361.000000,0.051414,4491.547004
1741125600,87598.000000,87816.000000,87475.000000,87475.000000,0.155126,13569.645975
1741122000,86743.000000,88571.000000,86611.000000,87990.000000,2.309859,203244.535645
1741118400,87987.000000,88760.000000,86714.000000,86714.000000,0.169466,14695.094668
1741114800,86854.000000,88389.000000,86854.000000,88250.000000,1.114888,98388.905712
1741111200,85563.000000,86823.000000,85563.000000,86823.000000,0.087247,7575.055832
1741107600,83803.000000,85507.000000,83803.000000,85392.000000,0.480290,41012.965522
1741104000,82869.000000,83185.000000,81997.000000,83185.000000,1.042571,86726.255325
1741100400,82944.000000,83246.000000,81485.000000,83230.000000,1.810691,150703.786961
1741096800,83078.000000,84773.000000,82123.000000,83889.000000,2.107157,176767.330484
1741093200,83459.000000,83459.000000,82675.000000,82675.000000,0.116117,9600.008525
1741089600,83887.000000,83887.000000,83592.000000,83712.000000,0.023086,1932.586115
1741086000,83896.000000,84348.000000,83896.000000,83925.000000,0.371620,31188.175769
1741082400,83697.000000,84046.000000,83512.000000,83990.000000,0.062433,5243.735911
1741078800,83922.000000,84141.000000,83692.000000,83931.000000,0.143748,12064.936889
1741075200,83451.000000,83885.000000,83451.000000,83885.000000,0.269215,22583.134668
1741071600,83485.000000,83485.000000,83217.000000,83219.000000,0.045936,3822.747152
1741068000,84177.000000,84177.000000,83602.000000,83850.000000,0.144933,12152.647981
1741064400,83899.000000,84272.000000,83899.000000,84268.000000,0.123038,10368.150173
1741060800,83900.000000,83984.000000,83521.000000,83729.000000,0.368883,30886.208893
1741057200,84173.000000,84315.000000,83869.000000,84034.000000,0.169255,14223.204922
1741053600,83669.000000,84079.000000,82520.000000,84079.000000,0.091592,7700.943589
1741050000,86034.000000,86034.000000,82865.000000,83103.000000,1.293787,107517.571920
1741046400,86112.000000,86426.000000,85962.000000,85962.000000,0.030291,2603.913625
1741042800,86184.000000,86474.000000,86184.000000,86474.000000,0.016126,1394.445134
1741039200,85787.000000,86740.000000,85787.000000,86740.000000,0.136933,11877.543265
1741035600,86285.000000,86285.000000,85136.000000,85270.000000,0.462070,39400.699520
1741032000,85618.000000,86248.000000,85354.000000,85847.000000,1.038579,89158.881111
1741028400,87195.000000,87289.000000,85600.000000,85600.000000,0.896583,76747.543320
1741024800,89534.000000,89552.000000,86904.000000,86904.000000,2.393793,208030.227717
1741021200,90005.000000,90474.000000,90005.000000,90474.000000,0.064488,5834.445694
1741017600,90281.000000,90281.000000,89764.000000,90214.000000,0.028802,2598.366182
1741014000,89364.000000,90835.000000,89364.000000,90306.000000,0.967059,87331.273401
1741010400,93674.000000,93674.000000,89282.000000,89282.000000,2.837477,253335.584016
1741006800,93530.000000,93676.000000,93285.000000,93421.000000,0.053217,4971.550791
1741003200,92975.000000,93160.000000,92756.000000,92971.000000,0.049396,4592.400165
1740999600,92683.000000,92683.000000,92506.000000,92677.000000,0.002954,273.807709
1740996000,91623.000000,92403.000000,91623.000000,92289.000000,0.055534,5125.138565
1740992400,91273.000000,91877.000000,91273.000000,91877.000000,0.028254,2595.906540
1740988800,91924.000000,91930.000000,91460.000000,91460.000000,0.314748,28786.874945
1740985200,91281.000000,92108.000000,91281.000000,92108.000000,0.034180,3148.283678
1740981600,93198.000000,93198.000000,91439.000000,91439.000000,0.002699,246.787460
1740978000,93119.000000,93213.000000,92845.000000,93206.000000,0.020784,1937.207485
1740974400,92734.000000,92734.000000,92734.000000,92734.000000,0.000539,49.983626
1740970800,93241.000000,93241.000000,92750.000000,92750.000000,0.654419,60697.403988
1740967200,93183.000000,93307.000000,92611.000000,93307.000000,0.283121,26417.166482
1740963600,93335.000000,93335.000000,92647.000000,93025.000000,0.036782,3421.679969
1740960000,94220.000000,94220.000000,93445.000000,93459.000000,0.028633,2675.973229
1740956400,94648.000000,94944.000000,94279.000000,94344.000000,1.003545,94678.431555
1740952800,94148.000000,94470.000000,94148.000000,94421.000000,0.143364,13536.583575
1740949200,94045.000000,94219.000000,93916.000000,93916.000000,0.023137,2172.968302
1740945600,93745.000000,94207.000000,93715.000000,94207.000000,0.193539,18232.765314
1740942000,92825.000000,93492.000000,92798.000000,93492.000000,0.318211,29750.197771
1740938400,94258.000000,94395.000000,92448.000000,92727.000000,0.659528,61156.059347
1740934800,91217.000000,94881.000000,90804.000000,93964.000000,4.689115,440608.030049
1740931200,87514.000000,91990.000000,87372.000000,91201.000000,3.702451,337667.268307
1740927600,85137.000000,88662.000000,85137.000000,87367.000000,0.904375,79012.547225
1740924000,85217.000000,85217.000000,85217.000000,85217.000000,0.005500,468.693500
1740920400,85725.000000,85725.000000,85707.000000,85707.000000,0.001531,131.236273
1740916800,85778.000000,85898.000000,85778.000000,85851.000000,0.003251,279.135083
1740913200,85949.000000,86175.000000,85949.000000,86070.000000,0.125111,10768.293442
1740909600,85820.000000,85897.000000,85820.000000,85897.000000,0.002088,179.326308
1740906000,85874.000000,86013.000000,85874.000000,86013.000000,0.007551,649.520288
1740902400,86246.000000,86246.000000,85728.000000,85779.000000,0.309848,26578.459312
1740898800,86391.000000,86391.000000,86391.000000,86391.000000,0.000000,0.000000
1740895200,86026.000000,86446.000000,85959.000000,86391.000000,0.029772,2572.043219
1740891600,85612.000000,85612.000000,85612.000000,85612.000000,0.000000,0.000000
1740888000,85825.000000,85825.000000,85577.000000,85612.000000,0.014843,1270.744909
1740884400,85809.000000,85809.000000,85809.000000,85809.000000,0.000000,0.000000
1740880800,86190.000000,86353.000000,85809.000000,85809.000000,0.007941,681.411843
1740877200,86158.000000,86332.000000,86003.000000,86332.000000,0.003966,342.394439
1740873600,86025.000000,86245.000000,86025.000000,86245.000000,0.030375,2619.652202
1740870000,85981.000000,85981.000000,85864.000000,85927.000000,0.056920,4890.989759
1740866400,86176.000000,86176.000000,85692.000000,86113.000000,0.582108,50127.038648
1740862800,85562.000000,86100.000000,85562.000000,86100.000000,0.097707,8412.600252
1740859200,85463.000000,85463.000000,85463.000000,85463.000000,0.000585,49.995855
1740855600,85455.000000,85473.000000,85413.000000,85413.000000,0.081122,6928.887052
1740852000,85034.000000,85034.000000,85034.000000,85034.000000,0.000000,0.000000
1740848400,85034.000000,85034.000000,85034.000000,85034.000000,0.000000,0.000000
1740844800,84833.000000,85034.000000,84833.000000,85034.000000,0.002537,215.751666
1740841200,84802.000000,84802.000000,84716.000000,84716.000000,0.001935,163.933084
1740837600,84603.000000,84652.000000,84603.000000,84652.000000,0.000958,81.121165
1740834000,84560.000000,84560.000000,84560.000000,84560.000000,0.000000,0.000000
1740830400,84560.000000,84560.000000,84560.000000,84560.000000,0.000000,0.000000
1740826800,84715.000000,84753.000000,84560.000000,84560.000000,0.003589,303.502752
1740823200,85184.000000,85184.000000,84838.000000,84838.000000,0.075009,6363.627964
1740819600,85420.000000,85438.000000,85323.000000,85323.000000,0.035446,3024.352232
1740816000,84932.000000,85276.000000,84932.000000,85276.000000,0.253345,21604.243956
1740812400,85003.000000,85016.000000,84794.000000,84794.000000,0.025750,2183.481113
1740808800,85463.000000,85463.000000,84897.000000,84960.000000,0.255459,21703.790693
1740805200,86278.000000,86278.000000,86278.000000,86278.000000,0.000000,0.000000
1740801600,85475.000000,86372.000000,85475.000000,86278.000000,0.042616,3676.839641
1740798000,85157.000000,85203.000000,85084.000000,85203.000000,0.008402,715.835561
1740794400,84651.000000,85642.000000,84608.000000,85642.000000,0.117354,10050.400437
1740790800,84554.000000,84612.000000,84554.000000,84612.000000,0.005221,441.793943
1740787200,84429.000000,84429.000000,84046.000000,84075.000000,0.023825,2003.096964
1740783600,84199.000000,84218.000000,84180.000000,84218.000000,0.003393,285.775255
1740780000,84258.000000,84285.000000,84180.000000,84285.000000,0.039883,3361.571526
1740776400,83734.000000,83734.000000,83734.000000,83734.000000,0.000000,0.000000
1740772800,84625.000000,84625.000000,83734.000000,83734.000000,0.121079,10138.449920
1740769200,84288.000000,84288.000000,84288.000000,84288.000000,0.004757,400.970659
1740765600,83793.000000,84392.000000,83793.000000,84392.000000,0.036800,3105.625600
1740762000,84881.000000,84881.000000,84881.000000,84881.000000,0.000000,0.000000
1740758400,83672.000000,84881.000000,83668.000000,84881.000000,0.010907,925.788579
1740754800,82056.000000,84196.000000,82056.000000,84043.000000,0.509200,42794.683834
1740751200,81602.000000,82142.000000,81384.000000,81902.000000,0.182385,14937.695451
1740747600,81021.000000,81703.000000,80639.000000,81413.000000,0.143117,11651.581064
1740744000,80416.000000,80554.000000,80077.000000,80554.000000,0.127996,10310.613950
1740740400,80333.000000,80369.000000,80077.000000,80369.000000,0.006548,526.256212
1740736800,79909.000000,80082.000000,79838.000000,80052.000000,0.106063,8490.542468
1740733200,80159.000000,80576.000000,79583.000000,80461.000000,1.063373,85560.081505
1740729600,79211.000000,79211.000000,78349.000000,78349.000000,0.046009,3604.761491
1740726000,79815.000000,79815.000000,78882.000000,78882.000000,0.097754,7711.019985
1740722400,80118.000000,80118.000000,79122.000000,79404.000000,0.138236,10976.454024
1740718800,80044.000000,80044.000000,79583.000000,79583.000000,0.075182,5983.236164
1740715200,80066.000000,80916.000000,79711.000000,80916.000000,0.258340,20903.864524
1740711600,80900.000000,81496.000000,80496.000000,80496.000000,1.585013,127587.207253
1740708000,81658.000000,82638.000000,79654.000000,80781.000000,1.825800,147489.983728
1740704400,84187.000000,84187.000000,81155.000000,82006.000000,0.782781,64192.743606
1740700800,84714.000000,84836.000000,84304.000000,84304.000000,0.015179,1279.633555
1740697200,84623.000000,84834.000000,84503.000000,84821.000000,0.038941,3303.028981
1740693600,84200.000000,84676.000000,84118.000000,84676.000000,0.021430,1814.598212
1740690000,83321.000000,84392.000000,83302.000000,84392.000000,0.243422,20542.843262
1740686400,83541.000000,83752.000000,82958.000000,83499.000000,0.488132,40758.505478
1740682800,84309.000000,84336.000000,83750.000000,84040.000000,0.170021,14288.603498
1740679200,84824.000000,84824.000000,84611.000000,84611.000000,0.062028,5248.246031
1740675600,84586.000000,84908.000000,84469.000000,84469.000000,0.238064,20109.007743
1740672000,85644.000000,85644.000000,84561.000000,84561.000000,0.350888,29671.421565
1740668400,84740.000000,85947.000000,84731.000000,85786.000000,0.129837,11138.165141
1740664800,86350.000000,86353.000000,85018.000000,85018.000000,1.585072,134759.653847
1740661200,86371.000000,86701.000000,86064.000000,86145.000000,0.702314,60500.830916
1740657600,86541.000000,86594.000000,86322.000000,86322.000000,0.044743,3862.328553
1740654000,87006.000000,87006.000000,86860.000000,86860.000000,0.019438,1688.355148
1740650400,86586.000000,87006.000000,86537.000000,87006.000000,0.451374,39272.281916
1740646800,86296.000000,86316.000000,85924.000000,86304.000000,0.038827,3350.891749
1740643200,86410.000000,86410.000000,85914.000000,85914.000000,0.018528,1591.844662
1740639600,86189.000000,86548.000000,86189.000000,86296.000000,0.032026,2763.717422
1740636000,85875.000000,86258.000000,85862.000000,86258.000000,0.055911,4822.754649
1740632400,85093.000000,85788.000000,85093.000000,85788.000000,0.015592,1337.616791
1740628800,85206.000000,85271.000000,84871.000000,85140.000000,0.197544,16818.909782
1740625200,84347.000000,85236.000000,84346.000000,85236.000000,0.136231,11611.794892
1740621600,84626.000000,85016.000000,84345.000000,84347.000000,0.122635,10343.884223
1740618000,84496.000000,85418.000000,84376.000000,84832.000000,2.590816,219784.067283
1740614400,84557.000000,84735.000000,84522.000000,84714.000000,0.060737,5145.278454
1740610800,84452.000000,84610.000000,83996.000000,83996.000000,0.236188,19838.828769
1740607200,85370.000000,85371.000000,84379.000000,84515.000000,0.077361,6538.151393
1740603600,84330.000000,84864.000000,83558.000000,84482.000000,0.509755,43065.112617
1740600000,83833.000000,84462.000000,82595.000000,84448.000000,0.381701,32233.922361
1740596400,84079.000000,84987.000000,83889.000000,84170.000000,1.082042,91075.503758
1740592800,86415.000000,86415.000000,83457.000000,84268.000000,2.451025,206542.935937
1740589200,86955.000000,87127.000000,85878.000000,85878.000000,0.266130,22854.694964
1740585600,87576.000000,87784.000000,86411.000000,87010.000000,1.500887,130592.199622
1740582000,87894.000000,88509.000000,87427.000000,87438.000000,0.613890,53677.322564
1740578400,86417.000000,87585.000000,85788.000000,87382.000000,0.266019,23245.295851
1740574800,87668.000000,87668.000000,87668.000000,87668.000000,0.000000,0.000000
1740571200,88463.000000,88463.000000,87668.000000,87668.000000,0.463074,40596.802116
1740567600,89252.000000,89252.000000,88554.000000,88632.000000,0.390502,34610.969719
1740564000,89071.000000,89205.000000,88944.000000,89182.000000,0.107693,9604.293179
1740560400,88511.000000,89213.000000,88511.000000,89213.000000,0.132657,11834.711991
1740556800,88343.000000,88374.000000,88343.000000,88374.000000,0.002239,197.845525
1740553200,88976.000000,89160.000000,88403.000000,88764.000000,0.525955,46685.860744
1740549600,88687.000000,88727.000000,88636.000000,88723.000000,0.019319,1714.068916
1740546000,88710.000000,88710.000000,88671.000000,88676.000000,0.073611,6527.517508
1740542400,89088.000000,89180.000000,88676.000000,88676.000000,0.090454,8021.120186
1740538800,89329.000000,89356.000000,89040.000000,89040.000000,0.319628,28459.713626
1740535200,88374.000000,88374.000000,88374.000000,88374.000000,0.000000,0.000000
1740531600,88183.000000,88374.000000,88183.000000,88374.000000,0.002297,202.987124
1740528000,88552.000000,88552.000000,88160.000000,88169.000000,0.057505,5070.141593
1740524400,88784.000000,89024.000000,88745.000000,88745.000000,0.587256,52116.028395
1740520800,89305.000000,89307.000000,88667.000000,88694.000000,0.507847,45042.960531
1740517200,88442.000000,88784.000000,88138.000000,88784.000000,0.055969,4969.112631
1740513600,87926.000000,88896.000000,87926.000000,88284.000000,0.048533,4284.690903
1740510000,87085.000000,87252.000000,86819.000000,87252.000000,0.139470,12169.040803
1740506400,87617.000000,87617.000000,87262.000000,87262.000000,0.067317,5874.245723
1740502800,87564.000000,87728.000000,86938.000000,86960.000000,0.439548,38223.103646
1740499200,87131.000000,87781.000000,86642.000000,87781.000000,0.075510,6628.372278
1740495600,86915.000000,87748.000000,86123.000000,87578.000000,0.370930,32485.317174
1740492000,89029.000000,89332.000000,87454.000000,87454.000000,0.254235,22233.908793
1740488400,89215.000000,89357.000000,88875.000000,88875.000000,0.005171,459.599288
1740484800,89172.000000,89541.000000,88554.000000,89398.000000,1.606369,143606.216091
1740481200,88120.000000,89105.000000,87621.000000,89105.000000,0.597476,53238.082050
1740477600,88231.000000,88857.000000,86901.000000,88203.000000,2.414855,212997.435278
1740474000,89463.000000,89463.000000,88704.000000,88947.000000,0.280636,24961.708945
1740470400,89664.000000,89973.000000,89505.000000,89580.000000,0.351986,31530.884381
1740466800,91319.000000,91319.000000,88334.000000,89482.000000,3.868600,346170.077727
1740463200,91674.000000,91674.000000,91540.000000,91575.000000,0.003571,326.991431
1740459600,91892.000000,92078.000000,91810.000000,92078.000000,0.041173,3791.137623
1740456000,92077.000000,92295.000000,91900.000000,92052.000000,0.056199,5173.197209
1740452400,92275.000000,92526.000000,92168.000000,92168.000000,0.009223,850.041500
1740448800,92125.000000,92344.000000,91570.000000,92344.000000,0.236364,21826.813838
1740445200,91820.000000,92156.000000,91349.000000,91925.000000,0.539470,49590.793539
1740441600,91470.000000,92108.000000,91035.000000,91986.000000,0.573865,52787.510935
1740438000,92409.000000,92748.000000,91361.000000,91361.000000,1.942000,177423.084840
1740434400,93981.000000,93981.000000,92306.000000,92366.000000,2.293217,211815.281422
1740430800,93929.000000,94143.000000,93670.000000,94023.000000,0.161490,15183.764868
1740427200,93974.000000,94440.000000,93974.000000,94396.000000,0.448805,42365.379789
1740423600,94216.000000,94329.000000,93822.000000,93887.000000,0.040700,3821.197145
1740420000,94738.000000,94738.000000,94338.000000,94338.000000,0.107335,10125.750362
1740416400,94565.000000,95118.000000,94543.000000,94776.000000,0.024178,2291.470434
1740412800,94224.000000,94694.000000,94224.000000,94356.000000,0.044935,4239.887804
1740409200,94584.000000,94847.000000,93909.000000,93973.000000,0.158676,14911.219340
1740405600,95525.000000,95555.000000,94585.000000,94585.000000,0.258857,24483.970428
1740402000,95851.000000,95998.000000,95375.000000,95607.000000,0.339519,32460.398769
1740398400,95764.000000,95914.000000,95668.000000,95760.000000,0.123408,11817.512734
1740394800,95586.000000,95818.000000,95395.000000,95818.000000,0.064118,6143.666189
1740391200,95815.000000,95868.000000,95422.000000,95638.000000,0.026106,2496.744756
1740387600,95561.000000,95879.000000,95561.000000,95879.000000,0.005217,500.171021
1740384000,95863.000000,95863.000000,95378.000000,95556.000000,0.355363,33957.062050
1740380400,95890.000000,95890.000000,95760.000000,95874.000000,0.009709,930.809986
1740376800,95627.000000,95857.000000,95626.000000,95857.000000,0.081943,7854.774684
1740373200,95329.000000,95661.000000,95304.000000,95661.000000,0.007543,721.586229
