unix,open,high,low,close,Volume BTC,Volume USD
1738713600,97809.000000,99168.000000,96181.000000,96614.000000,1576.922227,152352764.078990
1738627200,101456.000000,101785.000000,96147.000000,97786.000000,2068.167391,202237816.499260
1738540800,97670.000000,102569.000000,91530.000000,101457.000000,4081.884021,414135707.095262
1738454400,100638.000000,101430.000000,96168.000000,97675.000000,1747.978207,170733771.366772
1738368000,102408.000000,102754.000000,100270.000000,100638.000000,785.489117,79050053.739538
1738281600,104737.000000,106046.000000,101303.000000,102412.000000,2016.512359,206515063.726294
1738195200,103768.000000,106447.000000,103313.000000,104738.000000,1543.139302,161625324.207639
1738108800,101291.000000,104769.000000,101288.000000,103747.000000,1535.931659,159348301.860510
1738022400,102065.000000,103745.000000,100225.000000,101292.000000,1721.673212,174391723.017253
1737936000,102573.000000,103186.000000,97750.000000,102090.000000,3210.126254,327721789.292299
1737849600,104741.000000,105424.000000,102450.000000,102573.000000,798.341319,81888264.110710
1737763200,104855.000000,105237.000000,104126.000000,104738.000000,735.890585,77075708.094872
1737676800,103922.000000,107149.000000,102754.000000,104855.000000,1725.233700,180899379.566315
1737590400,103659.000000,106848.000000,101233.000000,103933.000000,3790.173042,393924054.755478
1737504000,106149.000000,106370.000000,103322.000000,103632.000000,1713.553688,177578995.822797
1737417600,102155.000000,107265.000000,100087.000000,106149.000000,3058.410334,324647198.571365
1737331200,101191.000000,109356.000000,99462.000000,102141.000000,3921.869069,400583628.558344
1737244800,104432.000000,106294.000000,99528.000000,101237.000000,2602.442335,263463454.634987
1737158400,104119.000000,104909.000000,102238.000000,104436.000000,1306.428028,136438117.541607
1737072000,99975.000000,105932.000000,99944.000000,104119.000000,3087.397081,321456696.642280
1736985600,100512.000000,100860.000000,97319.000000,99975.000000,1817.774606,181732016.208856
1736899200,96560.000000,100715.000000,96474.000000,100512.000000,1811.817066,182109356.932766
1736812800,94537.000000,97339.000000,94345.000000,96523.000000,1477.809443,142642600.891785
1736726400,94498.000000,95846.000000,89164.000000,94505.000000,2125.862327,200904619.245267
1736640000,94573.000000,95363.000000,93685.000000,94497.000000,570.978767,53955780.509290
1736553600,94702.000000,94975.000000,93843.000000,94568.000000,639.877401,60511926.055877
1736467200,92545.000000,95797.000000,92227.000000,94702.000000,1798.969992,170366056.196589
1736380800,95034.000000,95333.000000,91215.000000,92542.000000,1877.800589,173775422.078550
1736294400,96922.000000,97248.000000,92502.000000,95065.000000,2081.044627,197834507.513287
1736208000,102278.000000,102760.000000,96130.000000,96946.000000,1490.599967,144507704.422110
1736121600,98389.000000,102514.000000,97919.000000,102280.000000,1742.612892,178234446.586600
1736035200,98218.000000,98799.000000,97277.000000,98327.000000,454.720192,44711272.276503
1735948800,98133.000000,98753.000000,97540.000000,98209.000000,445.491303,43751255.411682
1735862400,96895.000000,98951.000000,96042.000000,98133.000000,1159.419098,113777274.339127
1735776000,94380.000000,97745.000000,94205.000000,96907.000000,1219.193707,118148404.606888
1735689600,93347.000000,94951.000000,92768.000000,94388.000000,777.139425,73352636.091262
1735603200,92637.000000,96117.000000,91900.000000,93381.000000,1128.827937,105411081.563519
1735516800,93564.000000,94891.000000,91315.000000,92628.000000,1841.043084,170532138.777342
1735430400,95119.000000,95124.000000,92868.000000,93557.000000,851.805549,79692371.767440
1735344000,94159.000000,95529.000000,94026.000000,95139.000000,839.505181,79869683.418013
1735257600,95666.000000,97337.000000,93282.000000,94168.000000,2416.242322,227532707.020472
1735171200,99357.000000,99881.000000,95111.000000,95687.000000,1501.367766,143661377.442466
1735084800,98637.000000,99478.000000,97576.000000,99374.000000,849.512248,84419430.160577
1734998400,94750.000000,99419.000000,93461.000000,98596.000000,1444.535690,142425440.882366
1734912000,95100.000000,96420.000000,92389.000000,94750.000000,2428.604265,230110254.082220
1734825600,97245.000000,97376.000000,94200.000000,95098.000000,2075.508743,197376730.472245
1734739200,97745.000000,99514.000000,96399.000000,97211.000000,1740.043239,169151343.334620
1734652800,97416.000000,98123.000000,92118.000000,97760.000000,2706.241437,264562162.904582
1734566400,100133.000000,102747.000000,95537.000000,97375.000000,3425.501545,333558212.934638
1734480000,106214.000000,106523.000000,99997.000000,100153.000000,2557.288149,256120079.940727
1734393600,106109.000000,108364.000000,105363.000000,106187.000000,1405.939006,149292445.194018
1734307200,104476.000000,107821.000000,103322.000000,106073.000000,2171.772637,230366438.929805
1734220800,101408.000000,105149.000000,101243.000000,104427.000000,1369.987986,143063735.365986
1734134400,101433.000000,102643.000000,100643.000000,101382.000000,566.536609,57436614.483500
1734048000,99998.000000,101918.000000,99250.000000,101435.000000,1030.494215,104528180.650851
1733961600,101238.000000,102582.000000,99309.000000,100068.000000,1393.193422,139414079.343690
1733875200,96658.000000,101961.000000,95725.000000,101201.000000,2196.181375,222255751.341495
1733788800,97318.000000,98300.000000,94306.000000,96648.000000,2092.497241,202235673.369431
1733702400,101188.000000,101271.000000,94249.000000,97468.000000,2468.792839,240628300.386817
1733616000,99969.000000,101407.000000,98752.000000,101204.000000,1073.327634,108625049.862228
1733529600,99898.000000,100575.000000,99121.000000,99929.000000,587.876745,58745935.260099
1733443200,96968.000000,102098.000000,96463.000000,99898.000000,2613.211052,261054557.699668
1733356800,98751.000000,103647.000000,92092.000000,97057.000000,7450.450187,723118343.846246
1733270400,95926.000000,99250.000000,94661.000000,98773.000000,4309.944736,425706171.396088
1733184000,95858.000000,96301.000000,93590.000000,95926.000000,3484.909125,334293392.713239
1733097600,97260.000000,98200.000000,94403.000000,95859.000000,3225.021016,309147289.601502
1733011200,96471.000000,97880.000000,95758.000000,97291.000000,884.655660,86069033.865705
1732924800,97510.000000,97510.000000,96112.000000,96441.000000,646.220781,62322178.318240
1732838400,95670.000000,98745.000000,95410.000000,97512.000000,2410.841978,235086022.953860
1732752000,95945.000000,96658.000000,94670.000000,95661.000000,2070.270768,198044171.966346
1732665600,91929.000000,97353.000000,91760.000000,95978.000000,2999.134158,287850898.214604
1732579200,93006.000000,94999.000000,90742.000000,91928.000000,3575.097431,328651556.615825
1732492800,98021.000000,98966.000000,92584.000000,93035.000000,2969.548415,276271936.820227
1732406400,97765.000000,98660.000000,95796.000000,98007.000000,1814.007572,177785440.118805
1732320000,99010.000000,99015.000000,97226.000000,97775.000000,1719.124745,168087421.905221
1732233600,98451.000000,99800.000000,97236.000000,99013.000000,4646.094545,460023759.170223
1732147200,94374.000000,99121.000000,94106.000000,98451.000000,7280.769582,716799046.154893
1732060800,92434.000000,94942.000000,91407.000000,94373.000000,9293.970292,877099858.365029
1731974400,90514.000000,94057.000000,90407.000000,92424.000000,3884.882624,359056391.674773
1731888000,89865.000000,92624.000000,89392.000000,90512.000000,4276.188216,387046347.839176
1731801600,90643.000000,91429.000000,88709.000000,89861.000000,2016.097676,181168553.294487
1731715200,91069.000000,91778.000000,90100.000000,90608.000000,1538.877178,139434583.302544
1731628800,87298.000000,91909.000000,87119.000000,91070.000000,4491.151069,409009127.865669
1731542400,90498.000000,91804.000000,86685.000000,87333.000000,3805.761641,332368581.384720
1731456000,88038.000000,93483.000000,86263.000000,90521.000000,7338.029728,664245788.981132
1731369600,88771.000000,90243.000000,85121.000000,88031.000000,8037.514534,707550441.970724
1731283200,80426.000000,89643.000000,80280.000000,88770.000000,6695.156715,594329061.628721
1731196800,76707.000000,81482.000000,76554.000000,80425.000000,2739.765605,220345648.802231
1731110400,76560.000000,76941.000000,75648.000000,76722.000000,837.827454,64279797.940365
1731024000,75918.000000,77270.000000,75665.000000,76561.000000,2466.525731,188839676.504106
1730937600,75638.000000,76990.000000,74479.000000,75921.000000,3265.433573,247914982.287382
1730851200,69396.000000,76481.000000,69284.000000,75637.000000,7732.001294,584825381.869740
1730764800,67817.000000,70538.000000,67443.000000,69386.000000,2370.705183,164493749.822781
1730678400,68738.000000,69444.000000,66798.000000,67818.000000,2538.340802,172145196.524278
1730592000,69339.000000,69354.000000,67459.000000,68738.000000,1915.471573,131665685.008245
1730505600,69468.000000,69887.000000,69015.000000,69330.000000,1047.124687,72597154.538617
1730419200,70202.000000,71596.000000,68768.000000,69490.000000,2717.471793,188837114.892095
1730332800,72330.000000,72660.000000,69591.000000,70231.000000,1776.409155,124758991.359889
1730246400,72727.000000,72928.000000,71313.000000,72331.000000,2263.683546,163734494.559216
1730160000,69918.000000,73600.000000,69716.000000,72729.000000,3975.690203,289147972.781260
1730073600,67937.000000,70218.000000,67541.000000,69918.000000,2063.863325,144301195.927285
1729987200,67009.000000,68232.000000,66850.000000,67938.000000,739.978958,50272690.415994
1729900800,66576.000000,67352.000000,66344.000000,67003.000000,489.325783,32786295.406858
1729814400,68155.000000,68726.000000,65521.000000,66578.000000,2730.813630,181812109.854145
1729728000,66602.000000,68800.000000,66455.000000,68155.000000,2140.088185,145857710.226184
1729641600,67382.000000,67409.000000,65000.000000,66601.000000,1927.841710,128396185.696408
1729555200,67345.000000,67784.000000,66559.000000,67382.000000,1626.859646,109621056.639819
1729468800,69011.000000,69487.000000,66815.000000,67340.000000,1752.720543,118028201.383802
1729382400,68367.000000,69363.000000,68102.000000,69011.000000,606.103094,41827780.601401
1729296000,68420.000000,68668.000000,68020.000000,68359.000000,414.911566,28362939.738143
1729209600,67392.000000,68998.000000,67176.000000,68420.000000,1434.331270,98136945.471506
1729123200,67608.000000,67914.000000,66631.000000,67392.000000,1298.221463,87489740.830452
1729036800,67061.000000,68388.000000,66744.000000,67622.000000,1716.959698,116104248.702890
1728950400,66070.000000,67922.000000,64802.000000,67061.000000,2488.991790,166914278.405719
1728864000,62850.000000,66479.000000,62450.000000,66070.000000,2390.389386,157933026.723110
1728777600,63193.000000,63271.000000,62039.000000,62849.000000,653.166109,41050836.770714
1728691200,62511.000000,63455.000000,62474.000000,63194.000000,685.692866,43331674.962629
1728604800,60278.000000,63409.000000,60041.000000,62452.000000,1582.705083,98843097.857255
1728518400,60589.000000,61246.000000,58867.000000,60278.000000,1799.487290,108469494.840098
1728432000,62114.000000,62503.000000,60268.000000,60582.000000,1354.909433,82083123.277882
1728345600,62211.000000,63172.000000,61839.000000,62133.000000,1116.302783,69359240.846584
1728259200,62831.000000,64444.000000,62130.000000,62212.000000,1815.268372,112931475.960108
1728172800,62057.000000,62962.000000,61816.000000,62814.000000,846.732086,53186629.244351
1728086400,62080.000000,62368.000000,61699.000000,62063.000000,449.654242,27906891.210695
1728000000,60747.000000,62473.000000,60474.000000,62081.000000,1394.478029,86570590.522695
1727913600,60627.000000,61461.000000,59860.000000,60745.000000,1412.603687,85808610.957096
1727827200,60760.000000,62350.000000,59972.000000,60634.000000,2437.725130,147809025.505135
1727740800,63331.000000,64122.000000,60164.000000,60807.000000,2797.977099,170136593.457069
1727654400,65605.000000,65634.000000,62859.000000,63302.000000,1759.707295,111392991.216576
1727568000,65875.000000,66071.000000,65450.000000,65601.000000,487.191870,31960273.859934
1727481600,65809.000000,66255.000000,65442.000000,65876.000000,557.503747,36726116.866357
1727395200,65171.000000,66508.000000,64840.000000,65781.000000,1261.815434,83003481.031721
1727308800,63121.000000,65851.000000,62675.000000,65175.000000,1758.774206,114628108.861712
1727222400,64291.000000,64795.000000,62941.000000,63147.000000,1172.764263,74056544.894822
1727136000,63360.000000,64677.000000,62720.000000,64260.000000,1621.502324,104197739.350522
1727049600,63577.000000,64730.000000,62585.000000,63325.000000,1113.078518,70485697.159316
1726963200,63364.000000,63990.000000,62390.000000,63563.000000,932.571083,59277015.768434
1726876800,63189.000000,63574.000000,62760.000000,63364.000000,578.820750,36676398.003634
1726790400,62950.000000,64121.000000,62353.000000,63211.000000,1646.725074,104091138.633019
1726704000,61765.000000,63882.000000,61584.000000,62940.000000,3050.816029,192018360.850784
1726617600,60318.000000,61787.000000,59189.000000,61757.000000,3237.830845,199958719.519368
1726531200,58208.000000,61331.000000,57627.000000,60316.000000,2677.198760,161477920.388859
1726444800,59121.000000,59209.000000,57488.000000,58212.000000,1692.120776,98501734.589809
1726358400,60012.000000,60388.000000,58708.000000,59130.000000,1377.742106,81465890.756162
1726272000,60551.000000,60655.000000,59438.000000,60012.000000,744.815539,44697870.124668
1726185600,58139.000000,60670.000000,57640.000000,60545.000000,2622.281516,158766034.378349
1726099200,57342.000000,58560.000000,57335.000000,58139.000000,2392.018851,139069584.000963
1726012800,57646.000000,58000.000000,55554.000000,57342.000000,3024.358453,173422762.425115
1725926400,57056.000000,58042.000000,56406.000000,57659.000000,1878.561495,108315977.241358
1725840000,54876.000000,58070.000000,54587.000000,57059.000000,2644.120023,150870844.410616
1725753600,54150.000000,55306.000000,53636.000000,54866.000000,1237.779452,67912007.386548
1725667200,53947.000000,54839.000000,53731.000000,54147.000000,1046.863932,56684541.326004
1725580800,56179.000000,56984.000000,52546.000000,53955.000000,2938.398176,158541273.591475
1725494400,57974.000000,58315.000000,55649.000000,56158.000000,1485.692441,83433516.107855
1725408000,57506.000000,58518.000000,55602.000000,57956.000000,2077.786598,120420200.088757
1725321600,59123.000000,59803.000000,57402.000000,57493.000000,1476.934355,84913386.866266
1725235200,57278.000000,59411.000000,57131.000000,59133.000000,1642.912654,97150353.966025
1725148800,58967.000000,59060.000000,57205.000000,57310.000000,1650.431960,94586255.631612
1725062400,59113.000000,59431.000000,58750.000000,58967.000000,738.754176,43562117.476143
1724976000,59363.000000,59905.000000,57721.000000,59113.000000,2039.748223,120575636.709746
1724889600,59033.000000,61182.000000,58701.000000,59365.000000,2511.223883,149078805.807171
1724803200,59433.000000,60212.000000,57866.000000,59033.000000,2782.476914,164257959.644091
1724716800,62822.000000,63236.000000,58090.000000,59427.000000,2540.600727,150980279.380847
1724630400,64248.000000,64502.000000,62826.000000,62852.000000,1460.734930,91810111.809047
1724544000,64176.000000,65103.000000,63814.000000,64262.000000,918.666165,59035325.089446
1724457600,64095.000000,64506.000000,63594.000000,64174.000000,1163.898098,74691996.551962
1724371200,60383.000000,64988.000000,60348.000000,64085.000000,3470.071237,222379515.241089
1724284800,61169.000000,61416.000000,59774.000000,60383.000000,1929.306273,116497300.694032
1724198400,59012.000000,61838.000000,58816.000000,61159.000000,2508.014623,153387666.316437
1724112000,59462.000000,61424.000000,58553.000000,59012.000000,2569.378757,151624179.202183
1724025600,58440.000000,59631.000000,57844.000000,59497.000000,2045.097873,121677188.128462
1723939200,59487.000000,60271.000000,58414.000000,58430.000000,1375.044827,80343869.216485
1723852800,58883.000000,59704.000000,58828.000000,59487.000000,913.419608,54336592.241322
1723766400,57556.000000,59841.000000,57104.000000,58883.000000,2945.173319,173420640.555631
1723680000,58694.000000,59851.000000,56138.000000,57557.000000,3240.343417,186504446.078170
1723593600,60607.000000,61809.000000,58456.000000,58697.000000,3027.989662,177733909.203914
1723507200,59361.000000,61600.000000,58455.000000,60620.000000,2874.931154,174278326.531838
1723420800,58718.000000,60700.000000,57681.000000,59362.000000,3412.560682,202576427.224473
1723334400,60940.000000,61868.000000,58315.000000,58725.000000,1496.953866,87908615.787897
1723248000,60842.000000,61476.000000,60270.000000,60952.000000,1018.517513,62080679.437138
1723161600,61733.000000,61740.000000,59571.000000,60860.000000,2241.310734,136406171.247505
1723075200,55132.000000,62729.000000,54748.000000,61699.000000,3876.672023,239186787.124248
1722988800,56048.000000,57737.000000,54568.000000,55136.000000,3993.766633,220200317.068818
1722902400,54040.000000,57058.000000,53977.000000,56053.000000,3769.724983,211304394.492839
1722816000,58137.000000,58280.000000,49577.000000,54014.000000,8238.872121,445014438.765840
1722729600,60669.000000,61073.000000,57155.000000,58142.000000,2394.633101,139228757.766482
1722643200,61419.000000,62151.000000,59839.000000,60672.000000,1821.498961,110513984.973320
1722556800,65293.000000,65548.000000,61169.000000,61421.000000,3479.046855,213686536.861300
