unix,open,high,low,close,Volume XRP,Volume BTC,return,log_return,SMA_24,volatility_24
1682121600,0.000016,0.000017,0.000016,0.000017,1848259.732614,31.364968,0.000000,0.000000,0.000016,0.029056
1682035200,0.000017,0.000017,0.000016,0.000016,3546320.587028,58.301510,-0.058824,-0.060625,0.000016,0.031676
1681948800,0.000017,0.000017,0.000016,0.000017,5612226.031475,94.397642,0.062500,0.060625,0.000016,0.034111
1681862400,0.000018,0.000018,0.000016,0.000017,5050175.455604,86.004488,0.000000,0.000000,0.000016,0.034111
1681776000,0.000017,0.000018,0.000017,0.000018,1219982.163311,21.361888,0.058824,0.057158,0.000016,0.035944
1681689600,0.000017,0.000017,0.000017,0.000017,2305022.865345,39.969096,-0.055556,-0.057158,0.000016,0.038043
1681603200,0.000017,0.000017,0.000017,0.000017,918196.016306,15.783790,0.000000,0.000000,0.000016,0.038043
1681516800,0.000017,0.000017,0.000017,0.000017,1206224.326523,20.698809,0.000000,0.000000,0.000016,0.038043
1681430400,0.000017,0.000018,0.000017,0.000017,2718937.655639,46.684160,0.000000,0.000000,0.000017,0.035396
1681344000,0.000017,0.000017,0.000017,0.000017,1749394.310105,29.582258,0.000000,0.000000,0.000017,0.032945
1681257600,0.000017,0.000017,0.000017,0.000017,1644269.712148,27.788158,0.000000,0.000000,0.000017,0.032945
1681171200,0.000017,0.000018,0.000017,0.000017,1255306.076844,21.478287,0.000000,0.000000,0.000017,0.032945
1681084800,0.000018,0.000018,0.000017,0.000017,1239699.881532,21.669954,0.000000,0.000000,0.000017,0.032945
1680998400,0.000018,0.000018,0.000018,0.000018,660143.790448,11.776965,0.058824,0.057158,0.000017,0.034842
1680912000,0.000018,0.000018,0.000018,0.000018,1208268.115277,21.833405,0.000000,0.000000,0.000017,0.034842
1680825600,0.000018,0.000018,0.000018,0.000018,2092350.197688,38.478320,0.000000,0.000000,0.000017,0.032664
1680739200,0.000018,0.000018,0.000018,0.000018,1216750.961757,21.840680,0.000000,0.000000,0.000017,0.029923
1680652800,0.000018,0.000018,0.000018,0.000018,1694571.582682,30.451451,0.000000,0.000000,0.000017,0.029923
1680566400,0.000018,0.000018,0.000018,0.000018,2835285.886650,50.723265,0.000000,0.000000,0.000017,0.029923
1680480000,0.000018,0.000019,0.000018,0.000018,4608576.184027,82.401342,0.000000,0.000000,0.000017,0.029923
1680393600,0.000018,0.000019,0.000018,0.000018,1774204.171025,32.627615,0.000000,0.000000,0.000017,0.029923
1680307200,0.000019,0.000019,0.000018,0.000018,1956804.910177,35.007240,0.000000,0.000000,0.000017,0.027341
1680220800,0.000019,0.000020,0.000019,0.000019,2100170.470250,39.630217,0.055556,0.054067,0.000017,0.029375
1680134400,0.000019,0.000019,0.000018,0.000019,1986360.040647,37.681250,0.000000,0.000000,0.000018,0.029375
1680048000,0.000019,0.000021,0.000019,0.000019,5451049.328529,104.442105,0.000000,0.000000,0.000018,0.029375
1679961600,0.000018,0.000020,0.000017,0.000019,3991036.884767,75.191135,0.000000,0.000000,0.000018,0.026083
1679875200,0.000016,0.000018,0.000016,0.000018,1807464.322499,31.901745,-0.052632,-0.054067,0.000018,0.026116
1679788800,0.000016,0.000017,0.000016,0.000016,575485.842630,9.225038,-0.111111,-0.117783,0.000018,0.034966
1679702400,0.000015,0.000017,0.000015,0.000016,1497827.493146,24.234849,0.000000,0.000000,0.000018,0.032498
1679616000,0.000016,0.000016,0.000015,0.000016,1220941.049309,18.936796,0.000000,0.000000,0.000018,0.030617
1679529600,0.000015,0.000016,0.000015,0.000016,1435250.849973,22.533438,0.000000,0.000000,0.000018,0.030617
1679443200,0.000017,0.000017,0.000015,0.000016,3074390.003377,47.653045,0.000000,0.000000,0.000018,0.030617
1679356800,0.000014,0.000017,0.000013,0.000017,3581414.536822,59.737994,0.062500,0.060625,0.000018,0.033337
1679270400,0.000014,0.000014,0.000013,0.000013,561290.574438,7.571810,-0.235294,-0.268264,0.000017,0.058561
1679184000,0.000014,0.000015,0.000014,0.000014,622730.530236,8.593681,0.076923,0.074108,0.000017,0.061138
1679097600,0.000014,0.000014,0.000014,0.000014,433860.224596,6.034996,0.000000,0.000000,0.000017,0.061138
1679011200,0.000015,0.000015,0.000014,0.000014,1185547.798243,16.455403,0.000000,0.000000,0.000017,0.061138
1678924800,0.000015,0.000015,0.000015,0.000015,557440.935316,8.149786,0.071429,0.068993,0.000017,0.061770
1678838400,0.000015,0.000015,0.000015,0.000015,643345.887626,9.527953,0.000000,0.000000,0.000017,0.061770
1678752000,0.000015,0.000015,0.000015,0.000015,1489568.620614,22.477590,0.000000,0.000000,0.000017,0.061770
1678665600,0.000017,0.000017,0.000015,0.000015,12503274.671910,193.300626,0.000000,0.000000,0.000017,0.061770
1678579200,0.000018,0.000018,0.000017,0.000017,1585595.206283,26.733135,0.133333,0.125163,0.000016,0.067973
1678492800,0.000018,0.000018,0.000018,0.000018,876057.514954,15.585063,0.058824,0.057158,0.000016,0.069025
1678406400,0.000018,0.000019,0.000018,0.000018,1089046.560181,19.973114,0.000000,0.000000,0.000016,0.069025
1678320000,0.000018,0.000018,0.000018,0.000018,878752.488089,16.028445,0.000000,0.000000,0.000016,0.069025
1678233600,0.000017,0.000018,0.000017,0.000018,956470.601813,17.149518,0.000000,0.000000,0.000016,0.069025
1678147200,0.000016,0.000017,0.000016,0.000017,1389426.882006,23.828671,-0.055556,-0.057158,0.000016,0.069036
1678060800,0.000016,0.000017,0.000016,0.000017,781225.842327,12.898039,0.000000,0.000000,0.000016,0.069036
1677974400,0.000017,0.000017,0.000016,0.000016,445362.866546,7.290590,-0.058824,-0.060625,0.000016,0.069994
1677888000,0.000017,0.000017,0.000017,0.000017,523447.344173,8.757274,0.062500,0.060625,0.000016,0.071323
1677801600,0.000016,0.000017,0.000016,0.000017,1371095.445159,23.185224,0.000000,0.000000,0.000016,0.070503
1677715200,0.000016,0.000016,0.000016,0.000016,787263.829748,12.667075,-0.058824,-0.060625,0.000016,0.067664
1677628800,0.000016,0.000016,0.000016,0.000016,794894.158476,12.917030,0.000000,0.000000,0.000016,0.067664
1677542400,0.000016,0.000016,0.000016,0.000016,927643.993473,15.092768,0.000000,0.000000,0.000016,0.067664
1677456000,0.000016,0.000016,0.000016,0.000016,1824391.132847,29.372697,0.000000,0.000000,0.000016,0.067664
1677369600,0.000016,0.000016,0.000016,0.000016,326871.116880,5.243013,0.000000,0.000000,0.000016,0.067664
1677283200,0.000016,0.000016,0.000016,0.000016,426600.874447,6.940796,0.000000,0.000000,0.000016,0.066441
1677196800,0.000016,0.000016,0.000016,0.000016,633535.812894,10.339304,0.000000,0.000000,0.000016,0.043723
1677110400,0.000016,0.000016,0.000016,0.000016,281449.751004,4.579187,0.000000,0.000000,0.000016,0.041325
1677024000,0.000016,0.000017,0.000016,0.000016,252748.254260,4.129906,0.000000,0.000000,0.000016,0.041325
1676937600,0.000016,0.000016,0.000016,0.000016,194873.060636,3.123815,0.000000,0.000000,0.000016,0.041325
1676851200,0.000016,0.000016,0.000016,0.000016,855676.422234,13.767834,0.000000,0.000000,0.000016,0.038940
1676764800,0.000016,0.000016,0.000016,0.000016,418149.717308,6.661125,0.000000,0.000000,0.000016,0.038940
1676678400,0.000016,0.000016,0.000016,0.000016,677087.213234,10.826625,0.000000,0.000000,0.000016,0.038940
1676592000,0.000016,0.000016,0.000016,0.000016,426295.105425,6.854825,0.000000,0.000000,0.000017,0.038940
1676505600,0.000016,0.000016,0.000016,0.000016,614526.450494,10.029072,0.000000,0.000000,0.000017,0.027395
1676419200,0.000017,0.000017,0.000016,0.000016,1136350.185286,18.738415,0.000000,0.000000,0.000016,0.024140
1676332800,0.000017,0.000017,0.000017,0.000017,1614582.824759,27.786970,0.062500,0.060625,0.000016,0.027759
1676246400,0.000017,0.000017,0.000017,0.000017,3519040.187434,59.858874,0.000000,0.000000,0.000016,0.027759
1676160000,0.000018,0.000018,0.000017,0.000017,711495.892767,12.251959,0.000000,0.000000,0.000016,0.027759
1676073600,0.000018,0.000018,0.000018,0.000018,555214.738863,9.744019,0.058824,0.057158,0.000016,0.027983
1675987200,0.000018,0.000018,0.000017,0.000018,401763.441971,7.095142,0.000000,0.000000,0.000016,0.027983
1675900800,0.000017,0.000018,0.000017,0.000018,879901.074103,15.424666,0.000000,0.000000,0.000016,0.024744
1675814400,0.000017,0.000017,0.000017,0.000017,542997.010806,9.437288,-0.055556,-0.057158,0.000016,0.024593
1675728000,0.000017,0.000017,0.000017,0.000017,590846.852183,10.268918,0.000000,0.000000,0.000016,0.024593
1675641600,0.000017,0.000018,0.000017,0.000017,1207292.709191,20.837872,0.000000,0.000000,0.000016,0.021134
1675555200,0.000018,0.000018,0.000017,0.000017,455072.983532,7.909168,0.000000,0.000000,0.000017,0.021134
1675468800,0.000018,0.000018,0.000017,0.000018,330701.922646,5.826968,0.058824,0.057158,0.000017,0.024017
1675382400,0.000017,0.000018,0.000017,0.000018,764928.913061,13.432152,0.000000,0.000000,0.000017,0.024017
1675296000,0.000017,0.000017,0.000017,0.000017,543323.204217,9.480990,-0.055556,-0.057158,0.000017,0.027027
1675209600,0.000018,0.000018,0.000017,0.000017,518625.524850,9.039643,0.000000,0.000000,0.000017,0.027027
1675123200,0.000017,0.000018,0.000017,0.000018,720693.498670,12.655378,0.058824,0.057158,0.000017,0.029325
1675036800,0.000017,0.000018,0.000017,0.000017,903668.121444,15.633459,-0.055556,-0.057158,0.000017,0.031848
1674950400,0.000018,0.000018,0.000017,0.000017,406103.330251,7.066198,0.000000,0.000000,0.000017,0.031848
1674864000,0.000018,0.000018,0.000018,0.000018,552754.789287,9.778232,0.058824,0.057158,0.000017,0.033809
1674777600,0.000018,0.000018,0.000018,0.000018,695930.212279,12.436273,0.000000,0.000000,0.000017,0.033809
1674691200,0.000018,0.000018,0.000018,0.000018,284301.438022,5.063409,0.000000,0.000000,0.000017,0.033809
1674604800,0.000018,0.000018,0.000018,0.000018,707475.033681,12.769924,0.000000,0.000000,0.000017,0.033809
1674518400,0.000018,0.000019,0.000018,0.000018,816218.312675,14.700092,0.000000,0.000000,0.000017,0.033809
1674432000,0.000018,0.000019,0.000018,0.000019,1505074.594524,27.889032,0.055556,0.054067,0.000017,0.035288
1674345600,0.000018,0.000018,0.000018,0.000018,354949.640427,6.268411,-0.052632,-0.054067,0.000018,0.037367
1674259200,0.000018,0.000018,0.000018,0.000018,822524.955528,14.599818,0.000000,0.000000,0.000018,0.035351
1674172800,0.000019,0.000019,0.000018,0.000018,1029164.679049,18.771964,0.000000,0.000000,0.000018,0.035351
1674086400,0.000018,0.000019,0.000018,0.000019,848879.444988,15.848579,0.055556,0.054067,0.000018,0.036931
1674000000,0.000018,0.000019,0.000018,0.000018,1083938.267642,19.901107,-0.052632,-0.054067,0.000018,0.036915
1673913600,0.000018,0.000019,0.000018,0.000018,1170883.850284,21.450592,0.000000,0.000000,0.000018,0.036915
1673827200,0.000018,0.000019,0.000018,0.000018,2563420.225222,46.884956,0.000000,0.000000,0.000018,0.036915
1673740800,0.000019,0.000019,0.000018,0.000018,374769.753362,6.907007,0.000000,0.000000,0.000018,0.034926
1673654400,0.000019,0.000019,0.000019,0.000019,1245608.305922,23.492173,0.055556,0.054067,0.000018,0.036525
1673568000,0.000020,0.000020,0.000019,0.000019,1104038.112164,21.396259,0.000000,0.000000,0.000018,0.036525
1673481600,0.000021,0.000021,0.000020,0.000020,720522.252463,14.316777,0.052632,0.051293,0.000018,0.037753
1673395200,0.000020,0.000021,0.000020,0.000021,785500.452348,16.361974,0.050000,0.048790,0.000018,0.037271
1673308800,0.000020,0.000020,0.000020,0.000020,435575.531162,8.763780,-0.047619,-0.048790,0.000018,0.038898
1673222400,0.000020,0.000021,0.000020,0.000020,1074791.548664,21.807521,0.000000,0.000000,0.000018,0.036722
1673136000,0.000020,0.000020,0.000020,0.000020,583368.102149,11.743200,0.000000,0.000000,0.000019,0.036722
1673049600,0.000020,0.000020,0.000020,0.000020,316658.756427,6.431339,0.000000,0.000000,0.000019,0.035069
1672963200,0.000020,0.000020,0.000020,0.000020,654419.910826,13.310901,0.000000,0.000000,0.000019,0.032649
1672876800,0.000021,0.000021,0.000020,0.000020,675742.552455,13.582425,0.000000,0.000000,0.000019,0.032649
1672790400,0.000021,0.000021,0.000020,0.000021,647744.682675,13.375928,0.050000,0.048790,0.000019,0.032089
1672704000,0.000021,0.000021,0.000021,0.000021,496015.251646,10.217914,0.000000,0.000000,0.000019,0.032089
1672617600,0.000020,0.000021,0.000018,0.000021,976601.596408,20.352377,0.000000,0.000000,0.000019,0.032089
1672531200,0.000020,0.000021,0.000020,0.000020,146855.909398,2.995861,-0.047619,-0.048790,0.000019,0.033954
1672444800,0.000021,0.000021,0.000020,0.000020,402576.974999,8.244776,0.000000,0.000000,0.000019,0.033954
1672358400,0.000021,0.000021,0.000020,0.000021,509947.324668,10.596705,0.050000,0.048790,0.000020,0.033612
1672272000,0.000022,0.000022,0.000020,0.000021,1337152.578666,27.558715,0.000000,0.000000,0.000020,0.031348
1672185600,0.000022,0.000022,0.000021,0.000022,915370.833258,19.717088,0.047619,0.046520,0.000020,0.032381
1672099200,0.000022,0.000022,0.000021,0.000022,880507.810079,19.388782,0.000000,0.000000,0.000020,0.032381
1672012800,0.000021,0.000022,0.000021,0.000022,644819.448509,13.908756,0.000000,0.000000,0.000020,0.030850
1671926400,0.000021,0.000021,0.000021,0.000021,222185.007422,4.577011,-0.045455,-0.046520,0.000020,0.030281
1671840000,0.000021,0.000021,0.000021,0.000021,257275.969147,5.374495,0.000000,0.000000,0.000020,0.030281
1671753600,0.000021,0.000021,0.000021,0.000021,248834.820939,5.255391,0.000000,0.000000,0.000020,0.030281
1671667200,0.000021,0.000021,0.000020,0.000021,423789.089125,8.797861,0.000000,0.000000,0.000021,0.030281
1671580800,0.000021,0.000021,0.000020,0.000021,1784999.919872,36.735298,0.000000,0.000000,0.000021,0.028467
1671494400,0.000021,0.000021,0.000020,0.000021,3553080.480091,73.264519,0.000000,0.000000,0.000021,0.028467
1671408000,0.000021,0.000021,0.000020,0.000021,4234338.253017,87.312055,0.000000,0.000000,0.000021,0.026567
1671321600,0.000021,0.000021,0.000021,0.000021,963094.161577,20.109406,0.000000,0.000000,0.000021,0.024554
1671235200,0.000021,0.000021,0.000021,0.000021,3906454.910751,82.621521,0.000000,0.000000,0.000021,0.022339
1671148800,0.000022,0.000022,0.000021,0.000021,7513303.359390,158.756100,0.000000,0.000000,0.000021,0.022339
1671062400,0.000022,0.000022,0.000021,0.000022,1931376.578590,42.084696,0.047619,0.046520,0.000021,0.024168
1670976000,0.000022,0.000022,0.000021,0.000022,2558212.076746,55.462038,0.000000,0.000000,0.000021,0.024168
1670889600,0.000023,0.000023,0.000022,0.000022,2549039.060675,56.690629,0.000000,0.000000,0.000021,0.024168
1670803200,0.000022,0.000023,0.000022,0.000022,620351.495781,13.951705,0.000000,0.000000,0.000021,0.024168
1670716800,0.000023,0.000023,0.000022,0.000022,551979.735719,12.314668,0.000000,0.000000,0.000021,0.022122
1670630400,0.000023,0.000023,0.000023,0.000023,201788.875837,4.554375,0.045455,0.044452,0.000021,0.023809
1670544000,0.000023,0.000023,0.000022,0.000023,799656.281927,18.136204,0.000000,0.000000,0.000021,0.023809
1670457600,0.000023,0.000023,0.000023,0.000023,717327.681494,16.398111,0.000000,0.000000,0.000022,0.021150
1670371200,0.000023,0.000023,0.000022,0.000023,563809.180862,12.832297,0.000000,0.000000,0.000022,0.021150
1670284800,0.000023,0.000023,0.000022,0.000023,1099364.754644,25.263402,0.000000,0.000000,0.000022,0.018984
1670198400,0.000023,0.000023,0.000023,0.000023,2144103.769578,49.185740,0.000000,0.000000,0.000022,0.018984
1670112000,0.000023,0.000023,0.000023,0.000023,569210.313122,12.972303,0.000000,0.000000,0.000022,0.016557
1670025600,0.000023,0.000023,0.000023,0.000023,593236.355327,13.632571,0.000000,0.000000,0.000022,0.016557
1669939200,0.000023,0.000023,0.000023,0.000023,3044168.743660,70.533390,0.000000,0.000000,0.000022,0.016557
1669852800,0.000024,0.000024,0.000023,0.000023,1875749.659249,43.817512,0.000000,0.000000,0.000022,0.013143
1669766400,0.000024,0.000024,0.000023,0.000024,3699957.678734,87.873995,0.043478,0.042560,0.000022,0.015389
1669680000,0.000024,0.000024,0.000024,0.000024,3125346.782159,75.789659,0.000000,0.000000,0.000022,0.015389
1669593600,0.000024,0.000024,0.000023,0.000024,7030311.342286,169.078988,0.000000,0.000000,0.000022,0.015389
1669507200,0.000024,0.000025,0.000024,0.000024,920542.404504,22.194277,0.000000,0.000000,0.000023,0.015389
1669420800,0.000025,0.000025,0.000024,0.000024,883198.264128,21.293910,0.000000,0.000000,0.000023,0.015389
1669334400,0.000024,0.000025,0.000024,0.000025,3472472.279121,85.943689,0.041667,0.040822,0.000023,0.016987
1669248000,0.000023,0.000024,0.000023,0.000024,3333151.044084,80.728918,-0.040000,-0.040822,0.000023,0.019520
1669161600,0.000023,0.000023,0.000023,0.000023,2479762.036954,57.009729,-0.041667,-0.042560,0.000023,0.021777
1669075200,0.000023,0.000023,0.000022,0.000023,4380390.690235,101.449848,0.000000,0.000000,0.000023,0.021777
1668988800,0.000022,0.000023,0.000022,0.000023,9413650.289700,217.172912,0.000000,0.000000,0.000023,0.019703
1668902400,0.000023,0.000024,0.000022,0.000022,3874015.882089,86.003153,-0.043478,-0.044452,0.000023,0.021787
1668816000,0.000023,0.000023,0.000023,0.000023,1394850.744764,32.095516,0.045455,0.044452,0.000023,0.023662
1668729600,0.000023,0.000023,0.000022,0.000023,2082733.068364,47.736242,0.000000,0.000000,0.000023,0.023662
1668643200,0.000023,0.000023,0.000022,0.000023,1418885.543357,32.421535,0.000000,0.000000,0.000023,0.023662
1668556800,0.000023,0.000023,0.000022,0.000023,2523952.216146,56.965602,0.000000,0.000000,0.000023,0.021787
1668470400,0.000023,0.000023,0.000022,0.000023,4223523.255595,97.225505,0.000000,0.000000,0.000023,0.021787
1668384000,0.000021,0.000023,0.000020,0.000023,13371376.793105,303.262826,0.000000,0.000000,0.000023,0.021787
1668297600,0.000022,0.000022,0.000020,0.000021,3748979.396018,78.316180,-0.086957,-0.090972,0.000023,0.028133
1668211200,0.000022,0.000023,0.000021,0.000022,2266951.159732,49.079493,0.047619,0.046520,0.000023,0.030000
1668124800,0.000022,0.000023,0.000022,0.000023,3004544.536282,67.632298,0.045455,0.044452,0.000023,0.031491
1668038400,0.000021,0.000023,0.000021,0.000023,8158169.180487,184.048297,0.000000,0.000000,0.000023,0.031491
1667952000,0.000022,0.000022,0.000020,0.000021,6177601.704721,129.050100,-0.086957,-0.090972,0.000023,0.036199
1667865600,0.000023,0.000023,0.000020,0.000022,6286968.539225,137.936090,0.047619,0.046520,0.000023,0.037655
1667779200,0.000023,0.000023,0.000022,0.000023,3919619.561850,88.700991,0.045455,0.044452,0.000023,0.038840
1667692800,0.000023,0.000023,0.000022,0.000023,1262792.352705,28.438084,0.000000,0.000000,0.000023,0.037759
1667606400,0.000024,0.000024,0.000023,0.000023,1601850.634067,37.130898,0.000000,0.000000,0.000023,0.037759
1667520000,0.000023,0.000025,0.000022,0.000024,2464187.201476,59.017283,0.043478,0.042560,0.000023,0.038840
1667433600,0.000022,0.000023,0.000022,0.000023,1153050.582396,25.978230,-0.041667,-0.042560,0.000023,0.039794
1667347200,0.000023,0.000023,0.000022,0.000022,854978.395682,19.160066,-0.043478,-0.044452,0.000023,0.040725
1667260800,0.000023,0.000023,0.000022,0.000023,926545.492754,20.986255,0.045455,0.044452,0.000023,0.040912
1667174400,0.000022,0.000023,0.000022,0.000023,970954.469612,22.011538,0.000000,0.000000,0.000023,0.040132
1667088000,0.000023,0.000023,0.000022,0.000022,1248317.201909,27.725125,-0.043478,-0.044452,0.000023,0.040213
1667001600,0.000023,0.000023,0.000023,0.000023,1367956.797903,30.902144,0.045455,0.044452,0.000023,0.041320
1666915200,0.000023,0.000023,0.000023,0.000023,487688.445273,11.241219,0.000000,0.000000,0.000023,0.041320
1666828800,0.000023,0.000023,0.000023,0.000023,557031.607570,12.700321,0.000000,0.000000,0.000023,0.040232
1666742400,0.000023,0.000023,0.000022,0.000023,624639.271638,14.116848,0.000000,0.000000,0.000023,0.039185
1666656000,0.000023,0.000023,0.000023,0.000023,572743.009490,13.155907,0.000000,0.000000,0.000023,0.039185
1666569600,0.000024,0.000024,0.000023,0.000023,950730.790681,22.247101,0.000000,0.000000,0.000023,0.039185
1666483200,0.000024,0.000024,0.000024,0.000024,752808.898170,18.029773,0.043478,0.042560,0.000023,0.040142
1666396800,0.000024,0.000024,0.000024,0.000024,318175.901314,7.696675,0.000000,0.000000,0.000023,0.040142
1666310400,0.000023,0.000024,0.000023,0.000024,895228.498607,21.530245,0.000000,0.000000,0.000023,0.040142
1666224000,0.000024,0.000024,0.000022,0.000024,914222.218493,21.502507,0.000000,0.000000,0.000023,0.035350
1666137600,0.000024,0.000024,0.000023,0.000023,330567.509894,7.765031,-0.041667,-0.042560,0.000023,0.035497
1666051200,0.000025,0.000025,0.000024,0.000024,465291.853077,11.208881,0.043478,0.042560,0.000023,0.035395
1665964800,0.000025,0.000025,0.000024,0.000025,686560.038215,16.855049,0.041667,0.040822,0.000023,0.036284
1665878400,0.000025,0.000025,0.000025,0.000025,535261.918083,13.274496,0.000000,0.000000,0.000023,0.030707
1665792000,0.000025,0.000026,0.000025,0.000025,284801.162835,7.182685,0.000000,0.000000,0.000023,0.029535
1665705600,0.000025,0.000026,0.000025,0.000025,674337.650886,17.182123,0.000000,0.000000,0.000024,0.028311
1665619200,0.000026,0.000026,0.000024,0.000025,1642594.997319,40.851338,0.000000,0.000000,0.000024,0.028311
1665532800,0.000025,0.000026,0.000025,0.000025,356549.026628,9.077738,0.000000,0.000000,0.000024,0.028311
1665446400,0.000026,0.000026,0.000025,0.000025,1125484.902718,28.699865,0.000000,0.000000,0.000024,0.027027
1665360000,0.000027,0.000028,0.000026,0.000026,992786.132580,25.613882,0.040000,0.039221,0.000024,0.026418
1665273600,0.000027,0.000028,0.000026,0.000027,543266.378653,14.912662,0.038462,0.037740,0.000024,0.025080
1665187200,0.000026,0.000027,0.000026,0.000027,650933.560830,17.347379,0.000000,0.000000,0.000024,0.023885
1665100800,0.000025,0.000027,0.000024,0.000026,1144389.918187,30.280557,-0.037037,-0.037740,0.000024,0.025497
1665014400,0.000024,0.000025,0.000024,0.000025,274520.912322,6.786157,-0.038462,-0.039221,0.000024,0.025096
1664928000,0.000024,0.000025,0.000023,0.000024,761090.871601,18.456454,-0.040000,-0.040822,0.000024,0.025263
1664841600,0.000024,0.000024,0.000023,0.000024,732075.644692,17.269664,0.000000,0.000000,0.000025,0.025263
1664755200,0.000024,0.000024,0.000023,0.000024,1544607.430913,36.499074,0.000000,0.000000,0.000025,0.025263
1664668800,0.000025,0.000025,0.000023,0.000024,2897433.986342,68.263545,0.000000,0.000000,0.000025,0.025263
1664582400,0.000025,0.000025,0.000024,0.000025,2080206.913206,51.152288,0.041667,0.040822,0.000025,0.026515
1664496000,0.000025,0.000025,0.000024,0.000025,1170473.269437,28.852166,0.000000,0.000000,0.000025,0.026515
1664409600,0.000023,0.000026,0.000022,0.000025,1660145.827611,41.055406,0.000000,0.000000,0.000025,0.025137
1664323200,0.000023,0.000023,0.000022,0.000023,837119.737403,19.404436,-0.080000,-0.083382,0.000025,0.030207
1664236800,0.000024,0.000024,0.000023,0.000023,1958602.448200,45.987985,0.000000,0.000000,0.000025,0.030207
1664150400,0.000026,0.000026,0.000024,0.000024,1896181.264371,46.190976,0.043478,0.042560,0.000025,0.031563
1664064000,0.000026,0.000027,0.000025,0.000026,1466234.748352,38.503324,0.083333,0.080043,0.000025,0.034484
1663977600,0.000026,0.000027,0.000025,0.000026,1451550.898801,37.464529,0.000000,0.000000,0.000025,0.033542
1663891200,0.000025,0.000029,0.000024,0.000026,3379805.136191,88.990269,0.000000,0.000000,0.000025,0.032565
1663804800,0.000021,0.000026,0.000021,0.000025,2168120.748139,54.289744,-0.038462,-0.039221,0.000025,0.033605
1663718400,0.000022,0.000022,0.000020,0.000021,3467929.084402,74.109645,-0.160000,-0.174353,0.000025,0.046941
1663632000,0.000020,0.000022,0.000019,0.000022,3838792.600650,84.491825,0.047619,0.046520,0.000025,0.048201
1663545600,0.000019,0.000020,0.000018,0.000020,1321298.789532,26.201355,-0.090909,-0.095310,0.000024,0.051332
1663459200,0.000019,0.000020,0.000018,0.000018,3324904.872857,61.078503,-0.100000,-0.105361,0.000024,0.054614
1663372800,0.000018,0.000019,0.000017,0.000019,1500975.100537,27.933147,0.055556,0.054067,0.000024,0.056300
1663286400,0.000017,0.000018,0.000016,0.000018,1882993.696940,33.762077,-0.052632,-0.054067,0.000024,0.055913
1663200000,0.000017,0.000017,0.000016,0.000017,432315.515276,7.185084,-0.055556,-0.057158,0.000023,0.055395
1663113600,0.000016,0.000017,0.000016,0.000017,645373.888893,10.861643,0.000000,0.000000,0.000023,0.055395
1663027200,0.000016,0.000017,0.000016,0.000016,300757.280657,4.956480,-0.058824,-0.060625,0.000022,0.055904
1662940800,0.000016,0.000016,0.000016,0.000016,924438.754043,14.864975,0.000000,0.000000,0.000022,0.055857
1662854400,0.000017,0.000017,0.000016,0.000016,216774.572814,3.542097,0.000000,0.000000,0.000022,0.055733
1662768000,0.000017,0.000017,0.000016,0.000017,308292.596121,5.096077,0.062500,0.060625,0.000021,0.057893
1662681600,0.000018,0.000018,0.000016,0.000017,3086136.839975,51.538485,0.000000,0.000000,0.000021,0.057893
1662595200,0.000017,0.000018,0.000017,0.000018,332359.601985,5.872794,0.058824,0.057158,0.000021,0.059667
1662508800,0.000017,0.000018,0.000017,0.000017,747747.738760,13.078108,-0.055556,-0.057158,0.000021,0.059296
1662422400,0.000017,0.000017,0.000017,0.000017,641160.430852,10.957432,0.000000,0.000000,0.000020,0.059296
1662336000,0.000017,0.000017,0.000016,0.000017,1129531.972922,19.010023,0.000000,0.000000,0.000020,0.059296
1662249600,0.000017,0.000017,0.000017,0.000017,227190.082537,3.775899,0.000000,0.000000,0.000020,0.057662
1662163200,0.000017,0.000017,0.000016,0.000017,431892.368531,7.191008,0.000000,0.000000,0.000019,0.057662
1662076800,0.000017,0.000017,0.000016,0.000017,1192134.448621,19.741746,0.000000,0.000000,0.000019,0.056553
1661990400,0.000016,0.000017,0.000016,0.000017,514029.136830,8.507182,0.000000,0.000000,0.000019,0.052838
1661904000,0.000016,0.000017,0.000016,0.000016,275406.697456,4.508408,-0.058824,-0.060625,0.000018,0.053418
1661817600,0.000016,0.000017,0.000016,0.000017,314035.635242,5.181588,0.062500,0.060625,0.000018,0.055833
1661731200,0.000016,0.000016,0.000016,0.000016,676978.735570,11.122761,-0.058824,-0.060625,0.000017,0.056341
1661644800,0.000017,0.000017,0.000016,0.000016,365875.974367,6.011342,0.000000,0.000000,0.000017,0.047426
1661558400,0.000017,0.000017,0.000016,0.000017,234058.731507,3.927506,0.062500,0.060625,0.000017,0.048303
1661472000,0.000016,0.000017,0.000016,0.000017,1408218.837476,23.531337,0.000000,0.000000,0.000017,0.045105
1661385600,0.000016,0.000016,0.000016,0.000016,428975.421739,6.927953,-0.058824,-0.060625,0.000017,0.042043
1661299200,0.000016,0.000016,0.000016,0.000016,527645.511641,8.532028,0.000000,0.000000,0.000017,0.040104
1661212800,0.000016,0.000016,0.000016,0.000016,354816.368147,5.708995,0.000000,0.000000,0.000017,0.038884
1661126400,0.000016,0.000016,0.000016,0.000016,616004.415330,9.929991,0.000000,0.000000,0.000017,0.037314
1661040000,0.000016,0.000016,0.000016,0.000016,317298.140010,5.083116,0.000000,0.000000,0.000017,0.037314
