unix,date,symbol,open,high,low,close,Volume AAVE,Volume BTC
1748822400,2025-06-02 00:00:00,AAVE/BTC,0.002356,0.002356,0.002356,0.002356,0.000000,0.000000
1748736000,2025-06-01 00:00:00,AAVE/BTC,0.002347,0.002356,0.002347,0.002356,44.809005,0.105567
1748649600,2025-05-31 00:00:00,AAVE/BTC,0.002356,0.002356,0.002356,0.002356,0.000000,0.000000
1748563200,2025-05-30 00:00:00,AAVE/BTC,0.002356,0.002356,0.002356,0.002356,0.200000,0.000471
1748476800,2025-05-29 00:00:00,AAVE/BTC,0.002459,0.002459,0.002459,0.002459,0.000000,0.000000
1748390400,2025-05-28 00:00:00,AAVE/BTC,0.002459,0.002459,0.002459,0.002459,0.000000,0.000000
1748304000,2025-05-27 00:00:00,AAVE/BTC,0.002459,0.002459,0.002459,0.002459,34.478324,0.084782
1748217600,2025-05-26 00:00:00,AAVE/BTC,0.002297,0.002297,0.002297,0.002297,0.000000,0.000000
1748131200,2025-05-25 00:00:00,AAVE/BTC,0.002297,0.002297,0.002297,0.002297,0.000000,0.000000
1748044800,2025-05-24 00:00:00,AAVE/BTC,0.002297,0.002297,0.002297,0.002297,0.000000,0.000000
1747958400,2025-05-23 00:00:00,AAVE/BTC,0.002297,0.002297,0.002297,0.002297,0.840000,0.001929
1747872000,2025-05-22 00:00:00,AAVE/BTC,0.002300,0.002300,0.002300,0.002300,0.825511,0.001899
1747785600,2025-05-21 00:00:00,AAVE/BTC,0.002470,0.002470,0.002470,0.002470,0.000000,0.000000
1747699200,2025-05-20 00:00:00,AAVE/BTC,0.002412,0.002498,0.002412,0.002470,18.446064,0.045562
1747612800,2025-05-19 00:00:00,AAVE/BTC,0.002100,0.002110,0.002100,0.002110,0.233729,0.000493
1747526400,2025-05-18 00:00:00,AAVE/BTC,0.002122,0.002122,0.002100,0.002100,43.256557,0.090839
1747440000,2025-05-17 00:00:00,AAVE/BTC,0.002200,0.002313,0.002168,0.002168,52.638079,0.114116
1747353600,2025-05-16 00:00:00,AAVE/BTC,0.002313,0.002313,0.002313,0.002313,2.556301,0.005913
1747267200,2025-05-15 00:00:00,AAVE/BTC,0.002203,0.002203,0.002195,0.002195,15.739752,0.034552
1747180800,2025-05-14 00:00:00,AAVE/BTC,0.002028,0.002028,0.002028,0.002028,0.000000,0.000000
1747094400,2025-05-13 00:00:00,AAVE/BTC,0.002028,0.002028,0.002028,0.002028,0.000000,0.000000
1747008000,2025-05-12 00:00:00,AAVE/BTC,0.002028,0.002028,0.002028,0.002028,0.000000,0.000000
1746921600,2025-05-11 00:00:00,AAVE/BTC,0.002028,0.002028,0.002028,0.002028,0.000000,0.000000
1746835200,2025-05-10 00:00:00,AAVE/BTC,0.002028,0.002028,0.002028,0.002028,0.000000,0.000000
1746748800,2025-05-09 00:00:00,AAVE/BTC,0.002025,0.002074,0.002025,0.002028,2.880755,0.005842
1746662400,2025-05-08 00:00:00,AAVE/BTC,0.001807,0.001807,0.001807,0.001807,0.000000,0.000000
1746576000,2025-05-07 00:00:00,AAVE/BTC,0.001807,0.001807,0.001807,0.001807,0.000000,0.000000
1746489600,2025-05-06 00:00:00,AAVE/BTC,0.001807,0.001807,0.001807,0.001807,0.000000,0.000000
1746403200,2025-05-05 00:00:00,AAVE/BTC,0.001807,0.001807,0.001807,0.001807,0.000000,0.000000
1746316800,2025-05-04 00:00:00,AAVE/BTC,0.001807,0.001807,0.001807,0.001807,0.000000,0.000000
1746230400,2025-05-03 00:00:00,AAVE/BTC,0.001807,0.001807,0.001807,0.001807,0.000000,0.000000
1746144000,2025-05-02 00:00:00,AAVE/BTC,0.001807,0.001807,0.001807,0.001807,0.000000,0.000000
1746057600,2025-05-01 00:00:00,AAVE/BTC,0.001807,0.001807,0.001807,0.001807,0.538799,0.000973
1745971200,2025-04-30 00:00:00,AAVE/BTC,0.001742,0.001742,0.001742,0.001742,0.000000,0.000000
1745884800,2025-04-29 00:00:00,AAVE/BTC,0.001742,0.001742,0.001742,0.001742,0.000000,0.000000
1745798400,2025-04-28 00:00:00,AAVE/BTC,0.001742,0.001742,0.001742,0.001742,0.934968,0.001628
1745712000,2025-04-27 00:00:00,AAVE/BTC,0.001787,0.001787,0.001787,0.001787,0.000000,0.000000
1745625600,2025-04-26 00:00:00,AAVE/BTC,0.001787,0.001787,0.001787,0.001787,0.000000,0.000000
1745539200,2025-04-25 00:00:00,AAVE/BTC,0.001787,0.001787,0.001787,0.001787,0.000000,0.000000
1745452800,2025-04-24 00:00:00,AAVE/BTC,0.001787,0.001787,0.001787,0.001787,0.000000,0.000000
1745366400,2025-04-23 00:00:00,AAVE/BTC,0.001787,0.001787,0.001787,0.001787,14.338235,0.025620
1745280000,2025-04-22 00:00:00,AAVE/BTC,0.001609,0.001609,0.001609,0.001609,0.000000,0.000000
1745193600,2025-04-21 00:00:00,AAVE/BTC,0.001609,0.001609,0.001609,0.001609,0.000000,0.000000
1745107200,2025-04-20 00:00:00,AAVE/BTC,0.001609,0.001609,0.001609,0.001609,0.000000,0.000000
1745020800,2025-04-19 00:00:00,AAVE/BTC,0.001609,0.001609,0.001609,0.001609,0.000000,0.000000
1744934400,2025-04-18 00:00:00,AAVE/BTC,0.001609,0.001609,0.001609,0.001609,0.000000,0.000000
1744848000,2025-04-17 00:00:00,AAVE/BTC,0.001609,0.001609,0.001609,0.001609,0.000000,0.000000
1744761600,2025-04-16 00:00:00,AAVE/BTC,0.001609,0.001609,0.001609,0.001609,0.248597,0.000400
1744675200,2025-04-15 00:00:00,AAVE/BTC,0.001689,0.001689,0.001689,0.001689,0.000000,0.000000
1744588800,2025-04-14 00:00:00,AAVE/BTC,0.001690,0.001690,0.001689,0.001689,3.674976,0.006208
1744502400,2025-04-13 00:00:00,AAVE/BTC,0.001667,0.001667,0.001667,0.001667,0.000000,0.000000
1744416000,2025-04-12 00:00:00,AAVE/BTC,0.001667,0.001667,0.001667,0.001667,0.000000,0.000000
1744329600,2025-04-11 00:00:00,AAVE/BTC,0.001667,0.001667,0.001667,0.001667,0.000000,0.000000
1744243200,2025-04-10 00:00:00,AAVE/BTC,0.001667,0.001667,0.001667,0.001667,0.000000,0.000000
1744156800,2025-04-09 00:00:00,AAVE/BTC,0.001667,0.001667,0.001667,0.001667,0.739055,0.001232
1744070400,2025-04-08 00:00:00,AAVE/BTC,0.001684,0.001684,0.001684,0.001684,4.774501,0.008039
1743984000,2025-04-07 00:00:00,AAVE/BTC,0.001636,0.001636,0.001636,0.001636,1.003792,0.001643
1743897600,2025-04-06 00:00:00,AAVE/BTC,0.001630,0.001642,0.001630,0.001642,143.279792,0.235265
1743811200,2025-04-05 00:00:00,AAVE/BTC,0.001899,0.001899,0.001899,0.001899,0.000000,0.000000
1743724800,2025-04-04 00:00:00,AAVE/BTC,0.001899,0.001899,0.001899,0.001899,0.000000,0.000000
1743638400,2025-04-03 00:00:00,AAVE/BTC,0.001899,0.001899,0.001899,0.001899,0.000000,0.000000
1743552000,2025-04-02 00:00:00,AAVE/BTC,0.001897,0.001907,0.001855,0.001899,4.607256,0.008747
1743465600,2025-04-01 00:00:00,AAVE/BTC,0.002000,0.002000,0.002000,0.002000,13.517499,0.027035
1743379200,2025-03-31 00:00:00,AAVE/BTC,0.001970,0.001970,0.001887,0.001887,39.921126,0.075315
1743292800,2025-03-30 00:00:00,AAVE/BTC,0.002010,0.002010,0.001970,0.001970,16.391217,0.032287
1743206400,2025-03-29 00:00:00,AAVE/BTC,0.002104,0.002104,0.002100,0.002100,15.803661,0.033188
1743120000,2025-03-28 00:00:00,AAVE/BTC,0.002145,0.002145,0.002145,0.002145,0.000000,0.000000
1743033600,2025-03-27 00:00:00,AAVE/BTC,0.002145,0.002145,0.002145,0.002145,0.000000,0.000000
1742947200,2025-03-26 00:00:00,AAVE/BTC,0.002145,0.002145,0.002145,0.002145,0.000000,0.000000
1742860800,2025-03-25 00:00:00,AAVE/BTC,0.002145,0.002145,0.002145,0.002145,0.000000,0.000000
1742774400,2025-03-24 00:00:00,AAVE/BTC,0.002145,0.002145,0.002145,0.002145,0.000000,0.000000
1742688000,2025-03-23 00:00:00,AAVE/BTC,0.002145,0.002145,0.002145,0.002145,0.000000,0.000000
1742601600,2025-03-22 00:00:00,AAVE/BTC,0.002145,0.002145,0.002145,0.002145,0.000000,0.000000
1742515200,2025-03-21 00:00:00,AAVE/BTC,0.002145,0.002145,0.002145,0.002145,0.000000,0.000000
1742428800,2025-03-20 00:00:00,AAVE/BTC,0.002145,0.002145,0.002145,0.002145,0.000000,0.000000
1742342400,2025-03-19 00:00:00,AAVE/BTC,0.002121,0.002145,0.002121,0.002145,100.000000,0.214529
1742256000,2025-03-18 00:00:00,AAVE/BTC,0.002006,0.002006,0.002006,0.002006,0.000000,0.000000
1742169600,2025-03-17 00:00:00,AAVE/BTC,0.002006,0.002006,0.002006,0.002006,0.000000,0.000000
1742083200,2025-03-16 00:00:00,AAVE/BTC,0.002006,0.002006,0.002006,0.002006,1.003036,0.002012
1741996800,2025-03-15 00:00:00,AAVE/BTC,0.002024,0.002024,0.002024,0.002024,0.000000,0.000000
1741910400,2025-03-14 00:00:00,AAVE/BTC,0.002024,0.002024,0.002024,0.002024,2.069703,0.004190
1741824000,2025-03-13 00:00:00,AAVE/BTC,0.002052,0.002052,0.002000,0.002020,13.593339,0.027459
1741737600,2025-03-12 00:00:00,AAVE/BTC,0.002228,0.002228,0.002228,0.002228,0.000000,0.000000
1741651200,2025-03-11 00:00:00,AAVE/BTC,0.002193,0.002243,0.002193,0.002228,280.041840,0.624048
1741564800,2025-03-10 00:00:00,AAVE/BTC,0.002251,0.002251,0.002251,0.002251,0.835645,0.001881
1741478400,2025-03-09 00:00:00,AAVE/BTC,0.002194,0.002194,0.002194,0.002194,0.762766,0.001674
1741392000,2025-03-08 00:00:00,AAVE/BTC,0.002243,0.002243,0.002243,0.002243,1.108919,0.002488
1741305600,2025-03-07 00:00:00,AAVE/BTC,0.002547,0.002547,0.002547,0.002547,0.000000,0.000000
1741219200,2025-03-06 00:00:00,AAVE/BTC,0.002547,0.002547,0.002547,0.002547,0.079499,0.000202
1741132800,2025-03-05 00:00:00,AAVE/BTC,0.002127,0.002127,0.002127,0.002127,0.000000,0.000000
1741046400,2025-03-04 00:00:00,AAVE/BTC,0.002127,0.002127,0.002127,0.002127,0.094394,0.000201
1740960000,2025-03-03 00:00:00,AAVE/BTC,0.002375,0.002375,0.002375,0.002375,0.000000,0.000000
1740873600,2025-03-02 00:00:00,AAVE/BTC,0.002375,0.002375,0.002375,0.002375,0.447927,0.001064
1740787200,2025-03-01 00:00:00,AAVE/BTC,0.002295,0.002295,0.002295,0.002295,0.000000,0.000000
1740700800,2025-02-28 00:00:00,AAVE/BTC,0.002295,0.002295,0.002295,0.002295,0.300000,0.000688
1740614400,2025-02-27 00:00:00,AAVE/BTC,0.002415,0.002415,0.002415,0.002415,0.764105,0.001845
1740528000,2025-02-26 00:00:00,AAVE/BTC,0.002325,0.002450,0.002211,0.002449,4.960762,0.012150
1740441600,2025-02-25 00:00:00,AAVE/BTC,0.002307,0.002307,0.002307,0.002307,0.000000,0.000000
1740355200,2025-02-24 00:00:00,AAVE/BTC,0.002260,0.002307,0.002260,0.002307,1.630123,0.003761
1740268800,2025-02-23 00:00:00,AAVE/BTC,0.002644,0.002644,0.002644,0.002644,0.000000,0.000000
1740182400,2025-02-22 00:00:00,AAVE/BTC,0.002644,0.002644,0.002644,0.002644,0.000000,0.000000
1740096000,2025-02-21 00:00:00,AAVE/BTC,0.002644,0.002644,0.002644,0.002644,0.000000,0.000000
1740009600,2025-02-20 00:00:00,AAVE/BTC,0.002644,0.002644,0.002644,0.002644,0.000000,0.000000
1739923200,2025-02-19 00:00:00,AAVE/BTC,0.002644,0.002644,0.002644,0.002644,0.000000,0.000000
1739836800,2025-02-18 00:00:00,AAVE/BTC,0.002699,0.002699,0.002644,0.002644,0.799542,0.002114
1739750400,2025-02-17 00:00:00,AAVE/BTC,0.002658,0.002658,0.002658,0.002658,0.608305,0.001617
1739664000,2025-02-16 00:00:00,AAVE/BTC,0.002714,0.002714,0.002714,0.002714,0.000000,0.000000
1739577600,2025-02-15 00:00:00,AAVE/BTC,0.002714,0.002714,0.002714,0.002714,0.000000,0.000000
1739491200,2025-02-14 00:00:00,AAVE/BTC,0.002714,0.002714,0.002714,0.002714,34.924392,0.094785
1739404800,2025-02-13 00:00:00,AAVE/BTC,0.002454,0.002454,0.002454,0.002454,0.000000,0.000000
1739318400,2025-02-12 00:00:00,AAVE/BTC,0.002454,0.002454,0.002454,0.002454,0.000000,0.000000
1739232000,2025-02-11 00:00:00,AAVE/BTC,0.002454,0.002454,0.002454,0.002454,0.000000,0.000000
1739145600,2025-02-10 00:00:00,AAVE/BTC,0.002454,0.002454,0.002454,0.002454,0.000000,0.000000
1739059200,2025-02-09 00:00:00,AAVE/BTC,0.002454,0.002454,0.002454,0.002454,0.000000,0.000000
1738972800,2025-02-08 00:00:00,AAVE/BTC,0.002454,0.002454,0.002454,0.002454,0.873102,0.002143
1738886400,2025-02-07 00:00:00,AAVE/BTC,0.002814,0.002814,0.002814,0.002814,0.000000,0.000000
1738800000,2025-02-06 00:00:00,AAVE/BTC,0.002814,0.002814,0.002814,0.002814,0.000000,0.000000
1738713600,2025-02-05 00:00:00,AAVE/BTC,0.002754,0.002814,0.002754,0.002814,4.327199,0.012179
1738627200,2025-02-04 00:00:00,AAVE/BTC,0.002684,0.002720,0.002560,0.002639,7.568583,0.019971
1738540800,2025-02-03 00:00:00,AAVE/BTC,0.002500,0.002564,0.002160,0.002555,69.662601,0.177983
1738454400,2025-02-02 00:00:00,AAVE/BTC,0.002750,0.002750,0.002564,0.002564,17.246170,0.044226
1738368000,2025-02-01 00:00:00,AAVE/BTC,0.003201,0.003201,0.003201,0.003201,0.000000,0.000000
1738281600,2025-01-31 00:00:00,AAVE/BTC,0.003032,0.003201,0.003032,0.003201,2.007202,0.006424
1738195200,2025-01-30 00:00:00,AAVE/BTC,0.002809,0.002809,0.002809,0.002809,0.000000,0.000000
1738108800,2025-01-29 00:00:00,AAVE/BTC,0.002809,0.002809,0.002809,0.002809,0.000000,0.000000
1738022400,2025-01-28 00:00:00,AAVE/BTC,0.002860,0.002860,0.002809,0.002809,0.899871,0.002528
1737936000,2025-01-27 00:00:00,AAVE/BTC,0.003010,0.003010,0.003010,0.003010,0.500000,0.001505
1737849600,2025-01-26 00:00:00,AAVE/BTC,0.003178,0.003178,0.003178,0.003178,0.000000,0.000000
1737763200,2025-01-25 00:00:00,AAVE/BTC,0.003178,0.003178,0.003178,0.003178,0.744000,0.002364
1737676800,2025-01-24 00:00:00,AAVE/BTC,0.003163,0.003163,0.003163,0.003163,0.000000,0.000000
1737590400,2025-01-23 00:00:00,AAVE/BTC,0.003163,0.003163,0.003163,0.003163,0.400000,0.001265
1737504000,2025-01-22 00:00:00,AAVE/BTC,0.003463,0.003463,0.003463,0.003463,0.385000,0.001333
1737417600,2025-01-21 00:00:00,AAVE/BTC,0.003510,0.003510,0.003491,0.003510,11.740854,0.041210
1737331200,2025-01-20 00:00:00,AAVE/BTC,0.003249,0.003450,0.003156,0.003441,30.057833,0.103428
1737244800,2025-01-19 00:00:00,AAVE/BTC,0.002841,0.002841,0.002841,0.002841,0.674725,0.001917
1737158400,2025-01-18 00:00:00,AAVE/BTC,0.003210,0.003210,0.003210,0.003210,0.000000,0.000000
1737072000,2025-01-17 00:00:00,AAVE/BTC,0.003210,0.003210,0.003210,0.003210,0.500000,0.001605
1736985600,2025-01-16 00:00:00,AAVE/BTC,0.003186,0.003186,0.003186,0.003186,0.000000,0.000000
1736899200,2025-01-15 00:00:00,AAVE/BTC,0.003004,0.003186,0.003004,0.003186,1.310144,0.004174
1736812800,2025-01-14 00:00:00,AAVE/BTC,0.003084,0.003084,0.003084,0.003084,0.000000,0.000000
1736726400,2025-01-13 00:00:00,AAVE/BTC,0.002908,0.003084,0.002875,0.003084,6.166151,0.019018
1736640000,2025-01-12 00:00:00,AAVE/BTC,0.003108,0.003162,0.003108,0.003162,2.100000,0.006640
1736553600,2025-01-11 00:00:00,AAVE/BTC,0.003000,0.003000,0.003000,0.003000,0.000000,0.000000
1736467200,2025-01-10 00:00:00,AAVE/BTC,0.003000,0.003000,0.003000,0.003000,0.000000,0.000000
1736380800,2025-01-09 00:00:00,AAVE/BTC,0.003000,0.003000,0.003000,0.003000,0.000000,0.000000
1736294400,2025-01-08 00:00:00,AAVE/BTC,0.003133,0.003133,0.003000,0.003000,101.583308,0.304750
1736208000,2025-01-07 00:00:00,AAVE/BTC,0.003210,0.003210,0.003190,0.003190,2.161600,0.006896
1736121600,2025-01-06 00:00:00,AAVE/BTC,0.003416,0.003451,0.003342,0.003342,0.717637,0.002398
1736035200,2025-01-05 00:00:00,AAVE/BTC,0.003574,0.003574,0.003416,0.003416,1.055228,0.003605
1735948800,2025-01-04 00:00:00,AAVE/BTC,0.003595,0.003595,0.003595,0.003595,0.443286,0.001594
1735862400,2025-01-03 00:00:00,AAVE/BTC,0.003513,0.003513,0.003500,0.003500,9.181392,0.032135
1735776000,2025-01-02 00:00:00,AAVE/BTC,0.003353,0.003353,0.003353,0.003353,0.000000,0.000000
1735689600,2025-01-01 00:00:00,AAVE/BTC,0.003353,0.003353,0.003265,0.003353,2.978960,0.009988
1735603200,2024-12-31 00:00:00,AAVE/BTC,0.003400,0.003400,0.003369,0.003369,29.661765,0.099933
1735516800,2024-12-30 00:00:00,AAVE/BTC,0.003550,0.003550,0.003550,0.003550,0.229444,0.000815
1735430400,2024-12-29 00:00:00,AAVE/BTC,0.003572,0.003572,0.003550,0.003550,66.229766,0.235116
1735344000,2024-12-28 00:00:00,AAVE/BTC,0.003545,0.003545,0.003545,0.003545,0.814471,0.002887
1735257600,2024-12-27 00:00:00,AAVE/BTC,0.003472,0.003472,0.003472,0.003472,1.079217,0.003747
1735171200,2024-12-26 00:00:00,AAVE/BTC,0.003620,0.003620,0.003583,0.003583,1.002151,0.003591
1735084800,2024-12-25 00:00:00,AAVE/BTC,0.003909,0.003909,0.003909,0.003909,0.000000,0.000000
1734998400,2024-12-24 00:00:00,AAVE/BTC,0.003906,0.003909,0.003906,0.003909,2.455844,0.009600
1734912000,2024-12-23 00:00:00,AAVE/BTC,0.003610,0.004000,0.003610,0.004000,29.794119,0.119176
1734825600,2024-12-22 00:00:00,AAVE/BTC,0.003194,0.003194,0.003194,0.003194,0.000000,0.000000
1734739200,2024-12-21 00:00:00,AAVE/BTC,0.003151,0.003194,0.003151,0.003194,2.086798,0.006665
1734652800,2024-12-20 00:00:00,AAVE/BTC,0.003000,0.003471,0.002970,0.003471,26.326933,0.091381
1734566400,2024-12-19 00:00:00,AAVE/BTC,0.003361,0.003374,0.003144,0.003267,2.489623,0.008134
1734480000,2024-12-18 00:00:00,AAVE/BTC,0.003508,0.003508,0.003347,0.003470,67.974591,0.235872
1734393600,2024-12-17 00:00:00,AAVE/BTC,0.003443,0.003443,0.003443,0.003443,0.008324,0.000029
1734307200,2024-12-16 00:00:00,AAVE/BTC,0.003460,0.003653,0.003460,0.003653,1.576150,0.005758
1734220800,2024-12-15 00:00:00,AAVE/BTC,0.003807,0.003807,0.003807,0.003807,0.000000,0.000000
1734134400,2024-12-14 00:00:00,AAVE/BTC,0.003810,0.003812,0.003807,0.003807,43.376345,0.165116
1734048000,2024-12-13 00:00:00,AAVE/BTC,0.003812,0.003812,0.003608,0.003608,26.931588,0.097177
1733961600,2024-12-12 00:00:00,AAVE/BTC,0.003050,0.003828,0.003050,0.003618,206.797745,0.748155
1733875200,2024-12-11 00:00:00,AAVE/BTC,0.002936,0.002975,0.002936,0.002975,0.870780,0.002591
1733788800,2024-12-10 00:00:00,AAVE/BTC,0.002799,0.002833,0.002799,0.002833,4.430835,0.012554
1733702400,2024-12-09 00:00:00,AAVE/BTC,0.002528,0.002528,0.002528,0.002528,1.087838,0.002750
1733616000,2024-12-08 00:00:00,AAVE/BTC,0.002798,0.002798,0.002798,0.002798,0.000000,0.000000
1733529600,2024-12-07 00:00:00,AAVE/BTC,0.002898,0.002960,0.002786,0.002798,6.122622,0.017133
1733443200,2024-12-06 00:00:00,AAVE/BTC,0.002591,0.002848,0.002591,0.002848,6.189717,0.017628
1733356800,2024-12-05 00:00:00,AAVE/BTC,0.002433,0.002433,0.002433,0.002433,1.057873,0.002574
1733270400,2024-12-04 00:00:00,AAVE/BTC,0.002655,0.002800,0.002655,0.002800,18.336210,0.051341
1733184000,2024-12-03 00:00:00,AAVE/BTC,0.002522,0.002526,0.002442,0.002443,10.608884,0.025913
1733097600,2024-12-02 00:00:00,AAVE/BTC,0.002411,0.002488,0.002411,0.002449,1.730104,0.004238
1733011200,2024-12-01 00:00:00,AAVE/BTC,0.002105,0.002157,0.002105,0.002157,1.303901,0.002813
1732924800,2024-11-30 00:00:00,AAVE/BTC,0.002095,0.002095,0.002095,0.002095,49.887166,0.104514
1732838400,2024-11-29 00:00:00,AAVE/BTC,0.002094,0.002094,0.002094,0.002094,0.096475,0.000202
1732752000,2024-11-28 00:00:00,AAVE/BTC,0.002124,0.002124,0.002124,0.002124,0.000000,0.000000
1732665600,2024-11-27 00:00:00,AAVE/BTC,0.002036,0.002124,0.002036,0.002124,2.803415,0.005954
1732579200,2024-11-26 00:00:00,AAVE/BTC,0.001912,0.001912,0.001912,0.001912,0.105672,0.000202
1732492800,2024-11-25 00:00:00,AAVE/BTC,0.001885,0.001936,0.001844,0.001936,56.308549,0.109032
1732406400,2024-11-24 00:00:00,AAVE/BTC,0.001763,0.001763,0.001709,0.001711,37.669047,0.064452
1732320000,2024-11-23 00:00:00,AAVE/BTC,0.001760,0.001859,0.001760,0.001853,7.086661,0.013130
1732233600,2024-11-22 00:00:00,AAVE/BTC,0.001697,0.001697,0.001686,0.001686,17.358958,0.029259
1732147200,2024-11-21 00:00:00,AAVE/BTC,0.001633,0.001730,0.001633,0.001730,3.344520,0.005787
1732060800,2024-11-20 00:00:00,AAVE/BTC,0.001692,0.001692,0.001692,0.001692,0.000000,0.000000
1731974400,2024-11-19 00:00:00,AAVE/BTC,0.001804,0.001804,0.001692,0.001692,3.211850,0.005433
1731888000,2024-11-18 00:00:00,AAVE/BTC,0.001825,0.001930,0.001809,0.001865,4.321241,0.008060
1731801600,2024-11-17 00:00:00,AAVE/BTC,0.001806,0.001974,0.001806,0.001864,2.465733,0.004596
1731715200,2024-11-16 00:00:00,AAVE/BTC,0.001877,0.001877,0.001777,0.001858,5.506219,0.010233
1731628800,2024-11-15 00:00:00,AAVE/BTC,0.001749,0.001825,0.001749,0.001769,7.824943,0.013844
1731542400,2024-11-14 00:00:00,AAVE/BTC,0.001952,0.001952,0.001806,0.001806,2.967530,0.005359
1731456000,2024-11-13 00:00:00,AAVE/BTC,0.001947,0.001985,0.001899,0.001916,9.284262,0.017787
1731369600,2024-11-12 00:00:00,AAVE/BTC,0.002010,0.002134,0.001944,0.002043,11.200771,0.022879
1731283200,2024-11-11 00:00:00,AAVE/BTC,0.002266,0.002299,0.002035,0.002035,12.262206,0.024951
1731196800,2024-11-10 00:00:00,AAVE/BTC,0.002449,0.002569,0.002244,0.002366,706.365935,1.671269
1731110400,2024-11-09 00:00:00,AAVE/BTC,0.002523,0.002523,0.002456,0.002456,62.541081,0.153577
1731024000,2024-11-08 00:00:00,AAVE/BTC,0.002345,0.002359,0.002166,0.002326,11.153584,0.025948
1730937600,2024-11-07 00:00:00,AAVE/BTC,0.002390,0.002523,0.002390,0.002412,17.708230,0.042717
1730851200,2024-11-06 00:00:00,AAVE/BTC,0.002154,0.002260,0.002039,0.002260,9.812453,0.022180
1730764800,2024-11-05 00:00:00,AAVE/BTC,0.001902,0.001902,0.001902,0.001902,0.000000,0.000000
1730678400,2024-11-04 00:00:00,AAVE/BTC,0.001913,0.001913,0.001902,0.001902,2.961969,0.005633
1730592000,2024-11-03 00:00:00,AAVE/BTC,0.001948,0.001948,0.001940,0.001940,5.585485,0.010835
1730505600,2024-11-02 00:00:00,AAVE/BTC,0.001952,0.001952,0.001948,0.001948,2.034457,0.003964
1730419200,2024-11-01 00:00:00,AAVE/BTC,0.002012,0.002012,0.001948,0.001948,5.754668,0.011212
1730332800,2024-10-31 00:00:00,AAVE/BTC,0.002070,0.002070,0.001977,0.001977,0.148538,0.000294
