unix,open,high,low,close,Volume ETH,Volume DAI
1717434000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717430400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717426800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717423200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717419600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717416000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717412400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717408800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717405200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717401600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717398000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717394400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717390800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717387200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717383600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717380000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717376400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717372800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717369200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717365600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717362000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717358400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717354800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717351200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717347600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717344000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717340400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717336800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717333200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717329600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717326000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717322400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717318800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717315200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717311600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717308000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717304400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717300800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717297200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717293600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717290000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717286400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717282800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717279200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717275600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717272000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717268400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717264800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717261200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717257600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717254000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717250400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717246800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717243200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717239600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717236000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717232400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717228800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717225200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717221600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717218000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717214400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717210800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717207200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717203600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717200000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717196400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717192800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717189200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717185600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717182000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717178400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717174800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717171200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717167600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717164000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717160400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717156800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717153200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717149600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717146000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717142400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717138800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717135200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717131600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717128000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717124400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717120800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717117200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717113600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717110000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717106400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717102800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717099200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717095600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717092000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717088400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717084800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717081200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717077600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717074000,3705.090000,3705.090000,3705.090000,3705.090000,0.001346,4.987051
1717070400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717066800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717063200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717059600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717056000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717052400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717048800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717045200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717041600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717038000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717034400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717030800,3705.090000,3705.090000,3705.090000,3705.090000,0.001001,3.708795
1717027200,3705.090000,3705.090000,3705.090000,3705.090000,1.500000,5557.635000
1717023600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717020000,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717016400,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717012800,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717009200,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717005600,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717002000,2423.970000,3705.090000,2423.970000,3705.090000,0.001001,3.708795
1716998400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716994800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716991200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716987600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716984000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716980400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716976800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716973200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716969600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716966000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716962400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716958800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716955200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716951600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716948000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716944400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716940800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716937200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716933600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716930000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716926400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716922800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716919200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716915600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716912000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716908400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716904800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716901200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716897600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716894000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716890400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716886800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716883200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716879600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716876000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716872400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716868800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716865200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716861600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716858000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716854400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716850800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716847200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716843600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716840000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716836400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716832800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716829200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716825600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716822000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716818400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716814800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716811200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716807600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716804000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716800400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716796800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716793200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716789600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716786000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716782400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716778800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716775200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716771600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716768000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716764400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716760800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716757200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716753600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716750000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716746400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716742800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716739200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716735600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716732000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716728400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716724800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716721200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716717600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716714000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716710400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716706800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716703200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716699600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716696000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716692400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716688800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716685200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716681600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716678000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716674400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716670800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716667200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716663600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716660000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716656400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716652800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716649200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716645600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716642000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716638400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716634800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716631200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716627600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716624000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716620400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716616800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716613200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716609600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716606000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716602400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716598800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716595200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716591600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716588000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716584400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716580800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716577200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716573600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716570000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716566400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716562800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716559200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716555600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716552000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716548400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716544800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716541200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716537600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716534000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716530400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716526800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716523200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716519600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716516000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716512400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716508800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716505200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716501600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716498000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716494400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716490800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716487200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716483600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716480000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716476400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716472800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716469200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716465600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716462000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716458400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716454800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716451200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716447600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716444000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716440400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716436800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716433200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716429600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716426000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716422400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716418800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716415200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716411600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716408000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716404400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716400800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716397200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716393600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716390000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716386400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716382800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716379200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716375600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716372000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716368400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716364800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716361200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716357600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716354000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716350400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716346800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716343200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716339600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716336000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716332400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716328800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716325200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716321600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716318000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716314400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716310800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716307200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716303600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716300000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716296400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716292800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716289200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716285600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716282000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716278400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716274800,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716271200,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716267600,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716264000,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716260400,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
