unix,date,symbol,open,high,low,close,Volume ETH,Volume DAI
1717542000,2024-06-04 23:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717538400,2024-06-04 22:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717534800,2024-06-04 21:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717531200,2024-06-04 20:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717527600,2024-06-04 19:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717524000,2024-06-04 18:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717520400,2024-06-04 17:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717516800,2024-06-04 16:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717513200,2024-06-04 15:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717509600,2024-06-04 14:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717506000,2024-06-04 13:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717502400,2024-06-04 12:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717498800,2024-06-04 11:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717495200,2024-06-04 10:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717491600,2024-06-04 09:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717488000,2024-06-04 08:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717484400,2024-06-04 07:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717480800,2024-06-04 06:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717477200,2024-06-04 05:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717473600,2024-06-04 04:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717470000,2024-06-04 03:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717466400,2024-06-04 02:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717462800,2024-06-04 01:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717459200,2024-06-04 00:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717455600,2024-06-03 23:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717452000,2024-06-03 22:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717448400,2024-06-03 21:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717444800,2024-06-03 20:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717441200,2024-06-03 19:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717437600,2024-06-03 18:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717434000,2024-06-03 17:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717430400,2024-06-03 16:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717426800,2024-06-03 15:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717423200,2024-06-03 14:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717419600,2024-06-03 13:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717416000,2024-06-03 12:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717412400,2024-06-03 11:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717408800,2024-06-03 10:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717405200,2024-06-03 09:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717401600,2024-06-03 08:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717398000,2024-06-03 07:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717394400,2024-06-03 06:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717390800,2024-06-03 05:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717387200,2024-06-03 04:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717383600,2024-06-03 03:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717380000,2024-06-03 02:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717376400,2024-06-03 01:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717372800,2024-06-03 00:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717369200,2024-06-02 23:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717365600,2024-06-02 22:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717362000,2024-06-02 21:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717358400,2024-06-02 20:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717354800,2024-06-02 19:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717351200,2024-06-02 18:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717347600,2024-06-02 17:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717344000,2024-06-02 16:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717340400,2024-06-02 15:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717336800,2024-06-02 14:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717333200,2024-06-02 13:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717329600,2024-06-02 12:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717326000,2024-06-02 11:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717322400,2024-06-02 10:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717318800,2024-06-02 09:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717315200,2024-06-02 08:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717311600,2024-06-02 07:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717308000,2024-06-02 06:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717304400,2024-06-02 05:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717300800,2024-06-02 04:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717297200,2024-06-02 03:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717293600,2024-06-02 02:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717290000,2024-06-02 01:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717286400,2024-06-02 00:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717282800,2024-06-01 23:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717279200,2024-06-01 22:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717275600,2024-06-01 21:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717272000,2024-06-01 20:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717268400,2024-06-01 19:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717264800,2024-06-01 18:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717261200,2024-06-01 17:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717257600,2024-06-01 16:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717254000,2024-06-01 15:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717250400,2024-06-01 14:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717246800,2024-06-01 13:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717243200,2024-06-01 12:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717239600,2024-06-01 11:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717236000,2024-06-01 10:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717232400,2024-06-01 09:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717228800,2024-06-01 08:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717225200,2024-06-01 07:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717221600,2024-06-01 06:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717218000,2024-06-01 05:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717214400,2024-06-01 04:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717210800,2024-06-01 03:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717207200,2024-06-01 02:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717203600,2024-06-01 01:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717200000,2024-06-01 00:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717196400,2024-05-31 23:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717192800,2024-05-31 22:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717189200,2024-05-31 21:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717185600,2024-05-31 20:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717182000,2024-05-31 19:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717178400,2024-05-31 18:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717174800,2024-05-31 17:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717171200,2024-05-31 16:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717167600,2024-05-31 15:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717164000,2024-05-31 14:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717160400,2024-05-31 13:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717156800,2024-05-31 12:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717153200,2024-05-31 11:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717149600,2024-05-31 10:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717146000,2024-05-31 09:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717142400,2024-05-31 08:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717138800,2024-05-31 07:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717135200,2024-05-31 06:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717131600,2024-05-31 05:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717128000,2024-05-31 04:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717124400,2024-05-31 03:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717120800,2024-05-31 02:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717117200,2024-05-31 01:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717113600,2024-05-31 00:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717110000,2024-05-30 23:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717106400,2024-05-30 22:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717102800,2024-05-30 21:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717099200,2024-05-30 20:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717095600,2024-05-30 19:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717092000,2024-05-30 18:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717088400,2024-05-30 17:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717084800,2024-05-30 16:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717081200,2024-05-30 15:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717077600,2024-05-30 14:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717074000,2024-05-30 13:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.001346,4.987051
1717070400,2024-05-30 12:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717066800,2024-05-30 11:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717063200,2024-05-30 10:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717059600,2024-05-30 09:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717056000,2024-05-30 08:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717052400,2024-05-30 07:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717048800,2024-05-30 06:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717045200,2024-05-30 05:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717041600,2024-05-30 04:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717038000,2024-05-30 03:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717034400,2024-05-30 02:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717030800,2024-05-30 01:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.001001,3.708795
1717027200,2024-05-30 00:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,1.500000,5557.635000
1717023600,2024-05-29 23:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717020000,2024-05-29 22:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717016400,2024-05-29 21:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717012800,2024-05-29 20:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717009200,2024-05-29 19:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717005600,2024-05-29 18:00:00,ETH/DAI,3705.090000,3705.090000,3705.090000,3705.090000,0.000000,0.000000
1717002000,2024-05-29 17:00:00,ETH/DAI,2423.970000,3705.090000,2423.970000,3705.090000,0.001001,3.708795
1716998400,2024-05-29 16:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716994800,2024-05-29 15:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716991200,2024-05-29 14:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716987600,2024-05-29 13:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716984000,2024-05-29 12:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716980400,2024-05-29 11:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716976800,2024-05-29 10:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716973200,2024-05-29 09:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716969600,2024-05-29 08:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716966000,2024-05-29 07:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716962400,2024-05-29 06:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716958800,2024-05-29 05:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716955200,2024-05-29 04:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716951600,2024-05-29 03:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716948000,2024-05-29 02:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716944400,2024-05-29 01:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716940800,2024-05-29 00:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716937200,2024-05-28 23:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716933600,2024-05-28 22:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716930000,2024-05-28 21:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716926400,2024-05-28 20:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716922800,2024-05-28 19:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716919200,2024-05-28 18:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716915600,2024-05-28 17:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716912000,2024-05-28 16:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716908400,2024-05-28 15:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716904800,2024-05-28 14:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716901200,2024-05-28 13:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716897600,2024-05-28 12:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716894000,2024-05-28 11:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
1716890400,2024-05-28 10:00:00,ETH/DAI,2423.970000,2423.970000,2423.970000,2423.970000,0.000000,0.000000
