unix,open,high,low,close,Volume UNI,Volume USD
1743566400,6.136930,6.136940,6.136930,6.136940,6.820184,41.855061
1743562800,6.142230,6.142230,6.142230,6.142230,1.722394,10.579338
1743559200,6.129110,6.154250,6.129110,6.154250,106.731451,656.852035
1743555600,6.196470,6.209060,6.196470,6.209060,85.627812,531.668220
1743552000,6.263340,6.271930,6.208910,6.208910,224.994520,1396.970728
1743548400,6.321670,6.321670,6.321670,6.321670,0.000000,0.000000
1743544800,6.313940,6.321670,6.313940,6.321670,1409.378184,8909.623786
1743541200,6.312720,6.334740,6.307740,6.307740,215.449777,1359.001176
1743537600,6.269650,6.304820,6.256600,6.304820,11644.563637,73416.877711
1743534000,6.225230,6.262710,6.204600,6.262710,5110.767282,32007.253367
1743530400,6.264600,6.264600,6.225470,6.225470,62.190328,387.164021
1743526800,6.250980,6.250980,6.250980,6.250980,0.000000,0.000000
1743523200,6.288640,6.305030,6.236640,6.250980,139.901109,874.519034
1743519600,6.214450,6.290000,6.214450,6.290000,179.342223,1128.062582
1743516000,6.055640,6.159240,6.055640,6.159240,75.375166,464.253737
1743512400,6.127040,6.183890,6.127040,6.183890,955.529340,5908.888330
1743508800,6.115110,6.151830,6.111800,6.119340,1735.706496,10621.378189
1743505200,6.141020,6.141020,6.093510,6.105490,262.799371,1604.518930
1743501600,6.196230,6.203040,6.158190,6.158190,1258.748309,7751.611247
1743498000,6.216870,6.218250,6.200350,6.217790,44.652506,277.639907
1743494400,6.109260,6.183030,6.109260,6.183030,41.149180,254.426613
1743490800,6.081530,6.117030,6.081530,6.106060,131.201435,801.123831
1743487200,6.032670,6.103590,6.032670,6.103590,67.401267,411.389701
1743483600,6.043630,6.084720,6.043630,6.084720,76.347372,464.552381
1743480000,6.050240,6.051180,6.048360,6.048830,32.962916,199.387074
1743476400,5.985010,5.985010,5.985010,5.985010,0.000000,0.000000
1743472800,5.985010,5.985010,5.985010,5.985010,0.000000,0.000000
1743469200,5.983220,5.985010,5.983220,5.985010,41.219654,246.700039
1743465600,5.987970,6.003870,5.987970,6.003870,104.454600,627.131838
1743462000,5.991070,5.991070,5.991040,5.991040,99.552629,596.423783
1743458400,5.975070,5.975070,5.952000,5.952000,39.760824,236.656426
1743454800,6.044200,6.044200,6.044200,6.044200,0.000000,0.000000
1743451200,6.004970,6.050980,6.003760,6.044200,10744.514437,64941.994158
1743447600,5.979330,5.979880,5.979330,5.979880,241.795229,1445.906453
1743444000,5.962110,5.962110,5.962080,5.962080,55.094094,328.475397
1743440400,5.988070,5.995270,5.926180,5.935310,545.152117,3235.646814
1743436800,6.021160,6.021160,6.017280,6.017280,57.127705,343.753394
1743433200,6.025450,6.037860,6.025450,6.037860,374.858204,2263.341359
1743429600,5.948100,6.005100,5.948100,6.005100,509.031460,3056.784823
1743426000,5.940170,5.940170,5.874980,5.889150,1724.894582,10158.162925
1743422400,5.878470,5.951120,5.878470,5.951120,2067.760221,12305.489206
1743418800,5.752790,5.752790,5.752790,5.752790,0.000000,0.000000
1743415200,5.752790,5.752790,5.752790,5.752790,83.000000,477.481570
1743411600,5.827880,5.839980,5.754060,5.754060,932.040171,5363.015067
1743408000,5.869080,5.869080,5.868220,5.868220,93.722663,549.985208
1743404400,5.974840,5.980000,5.974840,5.980000,66.630000,398.447400
1743400800,5.935000,5.973310,5.935000,5.973310,550.000000,3285.320500
1743397200,5.884990,5.884990,5.884990,5.884990,0.000000,0.000000
1743393600,5.884990,5.884990,5.884990,5.884990,0.000000,0.000000
1743390000,5.884990,5.884990,5.884990,5.884990,50.000000,294.249500
1743386400,5.919850,5.919850,5.919850,5.919850,0.000000,0.000000
1743382800,5.919850,5.919850,5.919850,5.919850,8.205921,48.577822
1743379200,5.864870,5.874950,5.783970,5.789910,138.635240,802.685564
1743375600,5.875000,5.875000,5.831600,5.849880,302.310340,1768.479212
1743372000,5.887610,5.913190,5.795450,5.913190,5163.734232,30534.141621
1743368400,5.920000,5.925450,5.920000,5.925450,5029.760000,29803.591392
1743364800,5.936060,5.936060,5.936060,5.936060,15.494942,91.978907
1743361200,5.986970,5.986970,5.986970,5.986970,24.821737,148.606993
1743357600,5.919310,5.919310,5.919310,5.919310,33.879361,200.542442
1743354000,5.888990,5.888990,5.868380,5.868380,47.531278,278.931602
1743350400,5.961630,5.961630,5.919320,5.919320,55.054452,325.884922
1743346800,5.940190,5.940210,5.940190,5.940210,49.094602,291.632243
1743343200,5.920760,5.920760,5.920760,5.920760,24.140000,142.927146
1743339600,5.941860,5.941860,5.941860,5.941860,12.015582,71.394908
1743336000,6.003230,6.003230,5.990420,5.990420,47.415451,284.038464
1743332400,5.984890,5.984890,5.962740,5.977290,22.453610,134.211739
1743328800,6.020000,6.020000,6.020000,6.020000,0.000000,0.000000
1743325200,6.020000,6.020000,6.020000,6.020000,300.000000,1806.000000
1743321600,6.025000,6.025000,6.025000,6.025000,110.000000,662.750000
1743318000,6.030000,6.030000,6.020000,6.020000,1016.955436,6122.071726
1743314400,6.010980,6.013250,5.989970,5.989970,174.873031,1047.484208
1743310800,6.010500,6.010500,5.995240,5.995240,840.165700,5036.995009
1743307200,6.041620,6.041620,6.041620,6.041620,0.000000,0.000000
1743303600,6.041620,6.041620,6.041620,6.041620,21.542032,130.148769
1743300000,6.030190,6.030190,6.030190,6.030190,16.385349,98.806770
1743296400,5.918030,5.918030,5.918030,5.918030,0.000000,0.000000
1743292800,5.973260,5.973260,5.918030,5.918030,30.850187,182.572331
1743289200,5.941620,5.941620,5.941620,5.941620,2.566000,15.246197
1743285600,5.925710,5.925710,5.925710,5.925710,0.000000,0.000000
1743282000,5.925710,5.925710,5.925710,5.925710,0.000000,0.000000
1743278400,5.925710,5.925710,5.925710,5.925710,0.000000,0.000000
1743274800,5.909670,5.925710,5.909670,5.925710,194.903358,1154.940777
1743271200,5.968190,5.968190,5.942030,5.942030,102.669267,610.063867
1743267600,5.925830,5.994810,5.909660,5.954780,8374.767655,49869.898936
1743264000,5.990740,5.990740,5.990740,5.990740,25.455200,152.495485
1743260400,5.998610,5.998610,5.998610,5.998610,100.000000,599.861000
1743256800,6.080430,6.080430,6.080430,6.080430,9.787713,59.513503
1743253200,6.115050,6.115050,6.089620,6.089620,100.657768,612.967559
1743249600,6.034790,6.102420,6.034770,6.096120,208.559752,1271.405277
1743246000,6.097430,6.097430,6.007920,6.037160,190.034138,1147.266495
1743242400,6.084760,6.084760,6.084760,6.084760,25.673610,156.217757
1743238800,6.125050,6.125050,6.085230,6.117500,92.524291,566.017348
1743235200,6.135460,6.135460,6.135460,6.135460,22.711309,139.344327
1743231600,6.153080,6.160410,6.122470,6.122470,2288.660868,14012.257505
1743228000,6.191700,6.191700,6.191700,6.191700,0.000000,0.000000
1743224400,6.191700,6.191700,6.191700,6.191700,0.000000,0.000000
1743220800,6.178470,6.196010,6.178470,6.191700,70.546207,436.800949
1743217200,6.137590,6.192240,6.137590,6.192240,79.125249,489.962532
1743213600,6.181150,6.181150,6.133040,6.133040,101.021873,619.571190
1743210000,6.219800,6.219800,6.176740,6.195530,220.098146,1363.624665
1743206400,6.197670,6.240410,6.197670,6.240410,93.935129,586.193721
1743202800,6.179330,6.179330,6.179330,6.179330,0.804000,4.968181
1743199200,6.139810,6.145350,6.132650,6.145350,261.996571,1610.060630
1743195600,6.061270,6.079930,6.061270,6.071000,364.076762,2210.310020
1743192000,6.105770,6.212990,6.066280,6.066370,2661.430400,16145.221533
1743188400,6.098240,6.142420,6.098240,6.112860,29432.656850,179917.710754
1743184800,6.103400,6.111350,6.103400,6.110460,49.466800,302.264903
1743181200,6.104370,6.104370,6.088340,6.088340,4.266800,25.977729
1743177600,6.116080,6.125720,6.086910,6.086910,1553.813903,9457.925385
1743174000,6.185940,6.185940,6.138510,6.138510,351.652540,2158.622635
1743170400,6.210000,6.214280,6.201800,6.201800,1102.974758,6840.428853
1743166800,6.225260,6.295950,6.225260,6.256790,3186.793584,19939.098226
1743163200,6.273570,6.294500,6.203320,6.203320,5888.411894,36527.703270
1743159600,6.299100,6.332020,6.282340,6.287150,4216.641436,26510.657205
1743156000,6.368410,6.368410,6.368410,6.368410,0.000000,0.000000
1743152400,6.368900,6.368900,6.364460,6.368410,1543.121887,9827.232859
1743148800,6.383610,6.417530,6.373140,6.383510,5305.678811,33868.853749
1743145200,6.424900,6.448320,6.388080,6.391780,482.364000,3083.164568
1743141600,6.503710,6.532650,6.458810,6.458810,1358.833422,8776.446892
1743138000,6.571280,6.571280,6.492040,6.521750,5148.254904,33575.631419
1743134400,6.718540,6.719370,6.552040,6.576120,26386.389361,173520.062806
1743130800,6.753230,6.753230,6.753230,6.753230,369.959679,2498.422806
1743127200,6.833740,6.833740,6.829450,6.829450,739.870038,5052.905431
1743123600,6.732810,6.732810,6.732810,6.732810,0.000000,0.000000
1743120000,6.732810,6.732810,6.732810,6.732810,0.000000,0.000000
1743116400,6.735070,6.735070,6.732810,6.732810,310.252409,2088.870520
1743112800,6.793470,6.793470,6.789250,6.789250,470.624855,3195.189795
1743109200,6.805030,6.805030,6.805030,6.805030,454.724855,3094.416278
1743105600,6.788050,6.797620,6.759610,6.790680,3981.662189,27038.193796
1743102000,6.770000,6.800980,6.770000,6.793100,14375.379816,97653.392630
1743098400,6.784800,6.785400,6.784800,6.785400,207.300000,1406.613420
1743094800,6.716490,6.716490,6.700620,6.700620,1947.001282,13046.115728
1743091200,6.790850,6.792740,6.769630,6.780960,1871.012638,12687.261859
1743087600,6.823850,6.828740,6.782700,6.782700,3388.181668,22981.019800
1743084000,6.711430,6.810040,6.711400,6.810040,4759.553742,32412.751366
1743080400,6.729380,6.729380,6.655970,6.664000,8045.702421,53616.560936
1743076800,6.707190,6.772910,6.701960,6.745550,3780.734358,25503.132651
1743073200,6.763270,6.763270,6.727690,6.727690,1829.162726,12306.039780
1743069600,6.785520,6.785520,6.785520,6.785520,0.000000,0.000000
1743066000,6.785520,6.785520,6.785520,6.785520,13.681121,92.833522
1743062400,6.851230,6.851230,6.851210,6.851210,50.780000,347.904444
1743058800,6.854950,6.854950,6.854950,6.854950,0.159500,1.093365
1743055200,6.811800,6.890230,6.811800,6.890230,103.295489,711.729678
1743051600,6.830220,6.830220,6.830220,6.830220,12.391742,84.638323
1743048000,6.875660,6.875660,6.875660,6.875660,0.000000,0.000000
1743044400,6.893860,6.900410,6.875660,6.875660,108.134222,743.494144
1743040800,6.804460,6.804460,6.804460,6.804460,0.000000,0.000000
1743037200,6.754320,6.804460,6.754320,6.804460,245.936851,1673.467468
1743033600,6.713950,6.723240,6.712880,6.712880,299.096685,2007.800155
1743030000,6.654990,6.708860,6.654990,6.708860,483.451305,3243.407122
1743026400,6.680000,6.681040,6.660000,6.681040,445.101000,2973.737584
1743022800,6.802020,6.802020,6.703010,6.753230,242.340127,1636.578616
1743019200,6.806400,6.811180,6.799080,6.799080,333.577767,2268.021927
1743015600,6.773580,6.840380,6.773580,6.840380,1777.154532,12156.412318
1743012000,6.744250,6.791780,6.744250,6.749360,80.233610,541.525516
1743008400,6.830170,6.837370,6.751350,6.754880,836.103026,5647.775610
1743004800,6.843470,6.865000,6.839940,6.851580,269.609533,1847.251282
1743001200,6.815090,6.815090,6.815090,6.815090,37.476889,255.408370
1742997600,6.914230,6.934860,6.810420,6.825050,217.146848,1482.038092
1742994000,6.975000,7.006610,6.903970,6.903970,173.478536,1197.690610
1742990400,7.063710,7.063730,7.063710,7.063730,38.272208,270.344547
1742986800,7.118710,7.118710,7.101550,7.101620,333.160682,2365.980563
1742983200,7.065140,7.065150,7.065140,7.065150,44.003193,310.889159
1742979600,7.025360,7.028470,7.025360,7.028470,32.692174,229.775964
1742976000,7.091080,7.093380,7.052540,7.073760,836.233562,5915.315520
1742972400,6.998260,7.080060,6.998250,7.080060,1222.108060,8652.598391
1742968800,6.951570,7.011800,6.951570,7.011800,99.287575,696.184620
1742965200,6.924540,6.966860,6.924540,6.966860,80.363822,559.883494
1742961600,6.928660,6.951590,6.928650,6.951590,75.867376,527.398894
1742958000,6.939790,6.942380,6.889060,6.922050,214.964818,1487.997220
1742954400,7.068330,7.068330,6.947700,6.947700,66.985371,465.394264
1742950800,7.046480,7.073660,7.046480,7.066960,850.303267,6009.059177
1742947200,6.951100,7.017720,6.945370,7.017720,473.599899,3323.591485
1742943600,6.940500,6.958980,6.940500,6.958980,79.277841,551.692907
1742940000,6.955630,6.964750,6.954950,6.962730,157.876694,1099.252794
1742936400,6.961330,6.961330,6.945880,6.956430,49.418350,343.775289
1742932800,6.997300,6.997300,6.997300,6.997300,0.000000,0.000000
1742929200,6.991810,7.010660,6.991810,6.997300,113.444485,793.805095
1742925600,7.007190,7.043230,6.996780,6.996780,376.246114,2632.511286
1742922000,6.980970,7.010660,6.971290,7.010660,860.179360,6030.425035
1742918400,6.996550,6.996550,6.946950,6.972690,407.401550,2840.684715
1742914800,7.005120,7.005120,7.005120,7.005120,0.000000,0.000000
1742911200,7.005120,7.005120,7.005120,7.005120,0.000000,0.000000
1742907600,7.005120,7.005120,7.005120,7.005120,0.000000,0.000000
1742904000,7.015760,7.015760,7.005120,7.005120,57.477980,402.640146
1742900400,7.065080,7.065080,7.040510,7.040510,43.479186,306.115641
1742896800,7.075010,7.095100,7.075010,7.085020,33.095645,234.483308
1742893200,7.040180,7.106980,7.040180,7.106980,1601.400019,11381.117910
1742889600,7.051940,7.068080,7.051940,7.068080,31.811148,224.843738
1742886000,7.045600,7.045600,7.040390,7.040390,213.976874,1506.480642
1742882400,6.972220,6.972220,6.972220,6.972220,0.000000,0.000000
1742878800,6.972220,6.972220,6.972220,6.972220,0.000000,0.000000
1742875200,6.968020,6.972220,6.968020,6.972220,32.476644,226.434310
1742871600,7.011420,7.011420,7.011420,7.011420,14.405101,101.000216
1742868000,7.017320,7.017320,7.017320,7.017320,9.907824,69.526369
1742864400,7.095750,7.095750,7.013980,7.013980,77.116053,540.890455
1742860800,7.121800,7.121800,7.121800,7.121800,27.800000,197.986040
1742857200,7.024270,7.024270,7.024270,7.024270,0.426900,2.998661
1742853600,7.079080,7.079080,7.079080,7.079080,4.474081,31.672380
1742850000,7.133330,7.133330,7.133330,7.133330,0.000000,0.000000
1742846400,7.118590,7.133330,7.118590,7.133330,190.667649,1360.095263
1742842800,7.075930,7.097160,7.067650,7.097160,440.724999,3127.895832
1742839200,7.067390,7.080930,7.037910,7.080930,1770.791605,12538.851400
1742835600,7.044760,7.059600,7.044760,7.059600,1090.532383,7698.722414
1742832000,7.029890,7.029890,6.966880,6.966880,874.944227,6095.631435
1742828400,6.975700,7.047260,6.975670,7.047260,1077.421187,7592.867236
1742824800,7.086180,7.099980,6.992100,6.992100,323.278427,2260.395089
1742821200,7.131900,7.131900,7.034030,7.034030,361.940793,2545.902397
1742817600,7.046250,7.118580,7.046250,7.118580,2314.178567,16473.665264
1742814000,7.018030,7.073950,7.017960,7.073950,232.429898,1644.197479
1742810400,6.984310,7.000000,6.969950,7.000000,264.945900,1854.621300
1742806800,6.980610,6.980610,6.969970,6.969970,31.322144,218.314402
1742803200,6.925000,6.968560,6.925000,6.968560,196.877046,1371.949507
1742799600,6.909790,6.918020,6.899220,6.908230,248.337709,1715.574010
1742796000,6.864960,6.920000,6.864960,6.920000,329.470975,2279.939146
1742792400,6.920000,6.920000,6.851950,6.854760,195.488855,1340.029180
1742788800,6.792180,6.819500,6.792180,6.810490,337.622574,2299.375164
1742785200,6.670720,6.763730,6.670720,6.763730,207.817172,1405.619241
1742781600,6.602320,6.644120,6.602320,6.644120,117.777969,782.530962
1742778000,6.656650,6.656650,6.594090,6.594090,318.883826,2102.748648
1742774400,6.672080,6.715000,6.669420,6.680300,270.075004,1804.182048
1742770800,6.639080,6.682850,6.639080,6.682850,147.429588,985.249824
1742767200,6.635000,6.635000,6.635000,6.635000,179.000000,1187.665000
1742763600,6.642320,6.642320,6.642320,6.642320,0.000000,0.000000
1742760000,6.674500,6.674500,6.642320,6.642320,528.377500,3509.652436
1742756400,6.635770,6.664910,6.635770,6.664910,128.435398,856.010366
1742752800,6.620360,6.620360,6.620340,6.620340,439.210350,2907.721845
1742749200,6.681770,6.681770,6.624950,6.624950,202.754661,1343.239490
1742745600,6.674200,6.674200,6.674200,6.674200,1.348400,8.999491
1742742000,6.682830,6.709740,6.682830,6.709740,107.551532,721.642819
1742738400,6.710000,6.710000,6.706110,6.707720,368.130000,2469.312964
1742734800,6.755570,6.755570,6.755570,6.755570,2500.000000,16888.925000
1742731200,6.715070,6.718790,6.715070,6.718790,61.507057,413.253002
1742727600,6.793700,6.793700,6.730360,6.742460,33.548936,226.202358
1742724000,6.767150,6.776280,6.767150,6.776280,164.608580,1115.433831
1742720400,6.769380,6.769380,6.769380,6.769380,0.000000,0.000000
1742716800,6.769380,6.769380,6.769380,6.769380,0.000000,0.000000
1742713200,6.763790,6.769380,6.756820,6.769380,113.053796,765.304105
1742709600,6.745160,6.760780,6.745160,6.760700,154.084618,1041.719879
1742706000,6.750150,6.750150,6.750150,6.750150,24.821806,167.550914
1742702400,6.791300,6.791300,6.765600,6.765600,37.492108,253.656609
1742698800,6.802070,6.805010,6.802050,6.805010,64.350836,437.908081
1742695200,6.814070,6.824620,6.814070,6.823470,275.105942,1877.177144
1742691600,6.746380,6.751780,6.746380,6.751780,24.579010,165.952070
1742688000,6.736740,6.758440,6.736740,6.741610,142.354332,959.697385
1742684400,6.734360,6.734360,6.734360,6.734360,25.537507,171.978766
1742680800,6.791780,6.802490,6.771130,6.771130,114.983226,778.566369
1742677200,6.846230,6.846230,6.846230,6.846230,0.000000,0.000000
1742673600,6.874390,6.874390,6.846230,6.846230,90.779832,621.499609
1742670000,6.848780,6.848780,6.848780,6.848780,12.840000,87.938335
1742666400,6.870800,6.870800,6.854470,6.854470,93.838552,643.213541
1742662800,6.852550,6.852550,6.852550,6.852550,8.257430,56.584450
1742659200,6.737430,6.801890,6.737430,6.801890,108.068973,735.073266
1742655600,6.734920,6.745400,6.734910,6.735740,324.733238,2187.318662
1742652000,6.788810,6.788810,6.788810,6.788810,0.000000,0.000000
1742648400,6.788810,6.788810,6.788810,6.788810,0.000000,0.000000
1742644800,6.788810,6.788810,6.788810,6.788810,83.000000,563.471230
1742641200,6.853820,6.853820,6.853820,6.853820,0.000000,0.000000
1742637600,6.863180,6.870000,6.853820,6.853820,299.872344,2055.271068
1742634000,6.842900,6.882840,6.842900,6.869950,637.750784,4381.315996
1742630400,6.826030,6.826030,6.826030,6.826030,25.890000,176.725917
1742626800,6.838760,6.838760,6.838760,6.838760,28.527418,195.092166
1742623200,6.900960,6.900960,6.900960,6.900960,0.576000,3.974953
1742619600,6.887100,6.887100,6.863340,6.886840,65.221323,449.168817
1742616000,6.896340,6.896370,6.889250,6.889250,45.090547,310.640048
1742612400,6.814460,6.844180,6.814450,6.844180,164.859127,1128.325538
1742608800,6.806040,6.840670,6.806040,6.840670,68.289508,467.145990
1742605200,6.846200,6.846200,6.827790,6.827790,65.943726,450.249910
1742601600,6.787270,6.787270,6.787270,6.787270,3.711000,25.187559
1742598000,6.807750,6.807750,6.807750,6.807750,13.846101,94.260791
1742594400,6.753720,6.793180,6.732160,6.793180,950.509655,6456.983180
1742590800,6.827840,6.827840,6.821180,6.821180,37.072815,252.880348
1742587200,6.785310,6.785310,6.785310,6.785310,1.525400,10.350312
1742583600,6.780750,6.785310,6.780750,6.785310,15.777000,107.051836
1742580000,6.795600,6.795600,6.795600,6.795600,2.526600,17.169763
1742576400,6.842740,6.842740,6.819210,6.819210,41.949049,286.059375
1742572800,6.772030,6.853160,6.772030,6.853160,139.863686,958.508218
1742569200,6.788050,6.788050,6.761350,6.761350,109.321995,739.164270
1742565600,6.765840,6.812670,6.749310,6.806110,182.540347,1242.389681
1742562000,6.792830,6.801650,6.792830,6.801650,37.494066,255.021517
1742558400,6.875960,6.875960,6.777150,6.821990,757.135944,5165.173840
1742554800,6.799060,6.827040,6.792770,6.827040,549.364796,3750.535436
1742551200,6.842220,6.842220,6.792510,6.833180,67.295200,459.840216
1742547600,6.886760,6.897500,6.853480,6.853480,757.286249,5190.046159
1742544000,6.888130,6.888130,6.888130,6.888130,48.817660,336.262390
1742540400,6.854920,6.854920,6.848130,6.848130,48.865103,334.634577
1742536800,6.843950,6.843960,6.843950,6.843960,208.700000,1428.334452
1742533200,6.863890,6.863890,6.863890,6.863890,0.000000,0.000000
1742529600,6.863890,6.863890,6.863890,6.863890,15.000000,102.958350
1742526000,6.850680,6.850680,6.850680,6.850680,83.000000,568.606440
1742522400,6.919110,6.919110,6.919110,6.919110,0.000000,0.000000
1742518800,6.919110,6.919110,6.919110,6.919110,28.887429,199.875300
1742515200,6.910470,6.910470,6.887430,6.892290,511.248086,3523.670071
1742511600,6.884870,6.884870,6.884870,6.884870,0.000000,0.000000
1742508000,6.884870,6.884870,6.884870,6.884870,12.055809,83.002680
1742504400,6.867330,6.867330,6.867300,6.867300,46.068101,316.363470
1742500800,6.877000,6.877000,6.869480,6.869480,3.834631,26.341922
1742497200,6.790950,6.843100,6.790950,6.843100,100.587000,688.326900
1742493600,6.756260,6.763040,6.756260,6.763040,81.468400,550.974048
1742490000,6.657450,6.753220,6.657450,6.738000,37.621293,253.492271
1742486400,6.717540,6.717540,6.650760,6.650930,287.956295,1915.177160
1742482800,6.747230,6.756270,6.718950,6.740070,161.230456,1086.704557
1742479200,6.769750,6.769750,6.769750,6.769750,0.000000,0.000000
1742475600,6.739800,6.769750,6.733640,6.769750,1463.112694,9904.907161
1742472000,6.784340,6.784340,6.784340,6.784340,9.962999,67.592369
1742468400,6.733670,6.733670,6.733670,6.733670,3.750000,25.251262
1742464800,6.870320,6.870320,6.728820,6.728820,1896.488069,12761.126848
1742461200,6.841060,6.841060,6.841060,6.841060,0.000000,0.000000
1742457600,6.843030,6.843030,6.836250,6.841060,626.102971,4283.207991
1742454000,6.808410,6.852410,6.808410,6.852410,674.220101,4620.032560
1742450400,6.843980,6.846600,6.843980,6.845890,864.100000,5915.533549
1742446800,6.850010,6.850010,6.850010,6.850010,0.000000,0.000000
1742443200,6.850010,6.850010,6.850010,6.850010,0.000000,0.000000
1742439600,6.850010,6.850010,6.850010,6.850010,0.000000,0.000000
1742436000,6.860410,6.864990,6.850010,6.850010,340.315613,2331.165354
1742432400,6.897990,6.897990,6.860000,6.860000,728.957992,5000.651824
1742428800,6.978110,6.978110,6.978110,6.978110,0.000000,0.000000
1742425200,6.978090,6.978110,6.978090,6.978110,953.550655,6653.981362
1742421600,6.920000,6.980290,6.899990,6.980000,2491.783672,17392.650028
1742418000,6.911970,6.911970,6.911970,6.911970,83.000000,573.693510
1742414400,6.952600,6.984160,6.941340,6.941340,47.600000,330.407784
1742410800,7.020960,7.020960,6.964390,6.970550,1224.987058,8538.833540
1742407200,6.857140,7.270000,6.815900,7.005310,5942.853875,41631.533677
1742403600,6.956500,6.956500,6.836890,6.856790,4038.811312,27693.281017
1742400000,6.913920,6.979990,6.891920,6.979990,3651.365322,25486.493433
1742396400,6.898760,6.969550,6.821810,6.952120,8284.024376,57591.531543
1742392800,6.579170,6.887500,6.567250,6.871980,11196.600469,76942.814491
1742389200,6.538960,6.584720,6.529600,6.569240,392.842820,2580.678766
1742385600,6.641850,6.641850,6.551730,6.551730,109.093476,714.751002
1742382000,6.452760,6.637350,6.439210,6.637350,2475.853943,16433.109170
1742378400,6.364280,6.444670,6.364280,6.444670,119.118040,767.676457
1742374800,6.365790,6.365790,6.349620,6.363150,97.088532,617.788891
1742371200,6.362650,6.368850,6.362650,6.368850,119.043685,758.171374
1742367600,6.350870,6.356530,6.333270,6.342070,128.008441,811.838491
1742364000,6.360340,6.382180,6.360340,6.374580,238.732912,1521.822047
1742360400,6.362310,6.363290,6.362310,6.363280,88.332181,562.082403
1742356800,6.400060,6.400060,6.369370,6.369370,122.841784,782.424774
1742353200,6.402290,6.402290,6.386730,6.386730,143.505631,916.531718
1742349600,6.388310,6.425440,6.382430,6.404000,4799.251728,30734.408067
1742346000,6.455770,6.455770,6.413850,6.436340,220.646307,1420.154653
1742342400,6.381670,6.459930,6.381670,6.459930,930.131384,6008.583629
1742338800,6.334410,6.360500,6.334410,6.342880,210.635215,1336.033892
1742335200,6.292700,6.292700,6.291630,6.291630,230.276589,1448.815096
1742331600,6.338250,6.354170,6.290340,6.290340,455.428281,2864.798730
1742328000,6.294110,6.305930,6.262670,6.262680,352.443156,2207.238703
1742324400,6.155440,6.289690,6.155430,6.281800,832.103098,5227.105243
1742320800,6.123430,6.139860,6.100590,6.139860,329.656285,2024.043437
1742317200,6.163350,6.163350,6.118860,6.125050,386.624582,2368.094895
1742313600,6.146280,6.185830,6.140520,6.145530,323.620815,1988.821425
1742310000,6.164180,6.206650,6.161660,6.161660,586.900553,3616.281664
1742306400,6.117160,6.180280,6.117150,6.180280,462.458654,2858.123968
1742302800,6.224440,6.224980,6.122320,6.122330,654.190035,4005.167279
1742299200,6.204210,6.232160,6.204170,6.226480,367.190934,2286.307009
1742295600,6.244590,6.244590,6.208460,6.208460,104.220829,647.050848
1742292000,6.249690,6.249690,6.212940,6.212940,89.654950,557.020827
1742288400,6.257750,6.257750,6.257750,6.257750,0.000000,0.000000
1742284800,6.281090,6.281090,6.257750,6.257750,18.764427,117.423090
1742281200,6.240480,6.270600,6.240480,6.270600,169.362135,1062.002203
1742277600,6.226730,6.227620,6.216550,6.227620,149.088037,928.463638
1742274000,6.230390,6.230390,6.230390,6.230390,0.000000,0.000000
1742270400,6.230390,6.230390,6.230390,6.230390,0.000000,0.000000
1742266800,6.230390,6.230390,6.230390,6.230390,0.000000,0.000000
1742263200,6.230390,6.230390,6.230390,6.230390,25.265900,157.416411
1742259600,6.216440,6.216440,6.187450,6.194270,210.570485,1304.330441
1742256000,6.295730,6.295730,6.243260,6.259870,9780.189647,61222.715767
1742252400,6.333470,6.333470,6.333470,6.333470,0.000000,0.000000
1742248800,6.334780,6.334780,6.333470,6.333470,58.760889,372.160326
1742245200,6.323620,6.358970,6.323610,6.358970,68.702423,436.876646
1742241600,6.378340,6.378340,6.349720,6.349720,122.010000,774.729337
1742238000,6.379410,6.379440,6.349090,6.349090,121.725106,772.843656
1742234400,6.303020,6.384220,6.303020,6.374470,659.302462,4202.703762
1742230800,6.254980,6.294990,6.254980,6.292380,167.021645,1050.963661
1742227200,6.204960,6.244990,6.203550,6.203550,1068.116176,6626.112103
1742223600,6.146060,6.210000,6.132580,6.210000,652.082478,4049.432189
1742220000,6.130010,6.150000,6.125960,6.150000,1380.844601,8492.194294
1742216400,6.169990,6.169990,6.154970,6.164790,141.782688,874.060498
1742212800,6.230000,6.280000,6.197930,6.199820,2510.069060,15561.976357
1742209200,6.250000,6.255850,6.235080,6.235430,508.331301,3169.664247
1742205600,6.245000,6.273720,6.225010,6.273720,1814.527010,11383.834393
1742202000,6.187700,6.187700,6.187700,6.187700,0.000000,0.000000
1742198400,6.168630,6.187700,6.168630,6.187700,24.940460,154.324086
1742194800,6.163070,6.192550,6.156730,6.192550,152.867706,946.640911
1742191200,6.160160,6.160160,6.110640,6.138080,211.421640,1297.722941
1742187600,6.203820,6.203830,6.157290,6.169930,129.976792,801.947710
1742184000,6.239410,6.239410,6.214710,6.214710,113.773814,707.071259
1742180400,6.253820,6.253820,6.237670,6.237670,147.463191,919.826722
1742176800,6.232730,6.235980,6.232730,6.235980,166.074494,1035.637226
1742173200,6.251000,6.251030,6.224910,6.228520,102.776697,640.146710
1742169600,6.153400,6.220770,6.104930,6.220770,318.240946,1979.703730
1742166000,6.099650,6.099650,6.080780,6.080780,29.168393,177.366583
1742162400,6.173230,6.173230,6.087400,6.087400,196.678426,1197.260251
1742158800,6.150840,6.168180,6.150840,6.168180,1078.830876,6654.423034
