unix,open,high,low,close,Volume UNI,Volume USD,return,log_return,SMA_24,volatility_24
1714003200,7.698460,8.115070,7.607430,7.938810,12699.963318,100822.595790,0.035388,0.034777,7.406829,0.037754
1714003200,7.736100,8.143300,7.659400,7.946500,6290.674098,49988.841720,0.030768,0.030304,7.448404,0.042011
1713916800,8.073950,8.206710,7.654000,7.663000,6761.662163,51814.617157,-0.034742,-0.035360,7.398310,0.038043
1713916800,7.969800,8.318500,7.680400,7.736100,4343.250871,33599.823063,-0.026477,-0.026834,7.443237,0.042034
1713830400,8.179650,8.350690,7.930000,7.959960,7850.457587,62489.328375,0.038752,0.038020,7.417475,0.037516
1713830400,8.380700,8.488700,7.969800,7.969800,4788.519229,38163.540551,0.030209,0.029762,7.463787,0.041116
1713744000,7.784150,8.287010,7.739010,8.225090,10851.738422,89256.525176,0.033308,0.032765,7.456319,0.037404
1713744000,7.838100,8.866900,7.773400,8.380700,2802.357006,23485.713360,0.051557,0.050272,7.508167,0.041883
1713657600,7.789170,7.912010,7.586230,7.715160,1507.395977,11629.801143,-0.061997,-0.064002,7.470132,0.039828
1713657600,7.865100,8.260000,7.622600,7.838100,2210.776627,17328.288280,-0.064744,-0.066935,7.517629,0.043647
1713571200,7.506040,7.890870,7.443280,7.813010,11064.988876,86450.868740,0.012683,0.012603,7.513016,0.035626
1713571200,7.582800,7.959600,7.421800,7.865100,805.697866,6336.894286,0.003445,0.003439,7.558675,0.038316
1713484800,7.228030,7.671040,6.747400,7.501500,17664.413057,132509.594547,-0.039871,-0.040687,7.533919,0.036407
1713484800,7.468000,7.971800,6.800200,7.582800,2552.683052,19356.485047,-0.035893,-0.036553,7.582108,0.039128
1713398400,6.905780,7.347030,6.749190,7.273990,10037.887366,73015.492322,-0.030329,-0.030798,7.542804,0.037032
1713398400,6.887800,9.306900,6.797800,7.468000,8160.324546,60941.303710,-0.015140,-0.015255,7.598858,0.039316
1713312000,7.133430,7.235640,6.675940,6.935500,12741.621332,88369.514747,-0.046534,-0.047652,7.538802,0.038321
1713312000,7.255100,8.506700,6.691600,6.887800,6393.386706,44036.368954,-0.077691,-0.080875,7.588183,0.042568
1713225600,7.227270,7.321700,6.789980,7.188250,24714.711902,177655.527829,0.036443,0.035795,7.542029,0.038978
1713225600,7.565000,7.565000,6.800200,7.255100,5018.518223,36409.851560,0.053326,0.051953,7.588442,0.043884
1713139200,7.393010,7.903090,7.043010,7.253120,29644.732789,215016.804290,0.009024,0.008984,7.531574,0.037292
1713139200,7.717900,8.039900,7.121900,7.565000,12545.027447,94903.132637,0.042715,0.041828,7.585338,0.043354
1713052800,6.891100,7.585920,6.650410,7.522130,41155.589803,309577.696727,0.037089,0.036418,7.539857,0.037716
1713052800,6.950200,7.718400,6.696300,7.717900,3643.962719,28123.739869,0.020212,0.020010,7.601750,0.042588
1712966400,7.921810,8.004050,5.930010,6.961930,91586.966983,637622.053047,-0.074474,-0.077393,7.520994,0.040704
1712966400,8.040000,8.083300,6.060000,6.950200,11813.031867,82102.934082,-0.099470,-0.104772,7.581550,0.047334
1712880000,9.125890,9.195330,6.726980,7.937030,53193.402901,422197.634626,0.140062,0.131082,7.540111,0.049961
1712880000,9.157000,9.240900,7.395300,8.040000,32410.656937,260581.681773,0.156801,0.145659,7.604696,0.057352
1712793600,9.902490,9.920000,8.729750,9.135380,96047.795621,877433.111161,0.150982,0.140616,7.606800,0.058326
1712793600,10.060000,10.300000,8.598500,9.157000,55257.845975,505996.095593,0.138930,0.130090,7.667721,0.063540
1712707200,11.223340,11.291750,9.825050,10.026230,60283.278203,604414.012413,0.097516,0.093050,7.710359,0.060971
1712707200,11.260400,11.300100,9.835000,10.060000,14718.774274,148070.869196,0.098613,0.094049,7.773038,0.065839
1712620800,11.626260,11.669060,11.037090,11.228000,19014.125989,213490.606608,0.119863,0.113206,7.861639,0.064678
1712620800,11.600000,11.697000,11.037500,11.260400,3169.368713,35688.359456,0.119324,0.112725,7.925283,0.069233
1712534400,11.478290,11.772090,11.321350,11.619340,44330.649294,515092.886571,0.034854,0.034260,8.049524,0.062304
1712534400,11.402300,11.785200,11.289000,11.600000,5842.840383,67776.948443,0.030159,0.029713,8.112100,0.066949
1712448000,11.204600,11.454220,11.204600,11.396070,1759.041618,20046.161417,-0.019215,-0.019402,8.231295,0.062523
1712448000,11.255200,11.471000,11.186100,11.402300,1439.795850,16416.984220,-0.017043,-0.017190,8.295629,0.066958
1712361600,10.919610,11.346800,10.900250,11.346800,2380.830673,27014.809475,-0.004323,-0.004333,8.410920,0.062601
1712361600,10.942100,11.334000,10.929200,11.255200,911.057090,10254.129759,-0.012901,-0.012985,8.470108,0.067308
1712275200,10.975500,11.048080,10.447050,10.939220,19001.693216,207863.702466,-0.035920,-0.036581,8.545289,0.061571
1712275200,10.977200,11.183800,10.463000,10.942100,4093.019295,44786.226428,-0.027818,-0.028213,8.597587,0.064952
1712188800,10.960250,11.264990,10.733900,10.977220,5692.366365,62486.357912,0.003474,0.003468,8.675952,0.061628
1712188800,10.890300,11.300100,10.717100,10.977200,4848.190395,53219.555604,0.003208,0.003203,8.729025,0.064821
1712102400,11.295440,11.403130,10.668780,10.895340,23420.074374,255169.673126,-0.007459,-0.007487,8.796648,0.061802
1712102400,11.307800,11.453800,10.682200,10.890300,5335.602588,58106.312864,-0.007916,-0.007948,8.852371,0.065006
1712016000,12.394410,12.407010,11.212830,11.316130,22021.477769,249197.905224,0.038621,0.037894,8.948675,0.060793
1712016000,12.458400,12.458400,11.178800,11.307800,15194.122623,171812.099796,0.038337,0.037620,9.002308,0.064500
1711929600,12.923560,12.923560,12.043060,12.425500,41344.481856,513725.859306,0.098034,0.093522,9.135621,0.062879
1711929600,12.917900,12.917900,12.044900,12.458400,4114.243207,51256.887570,0.101753,0.096902,9.190304,0.066700
1711843200,12.742350,13.277100,12.741960,12.956040,23361.331240,302670.341994,0.042698,0.041811,9.356164,0.061892
1711843200,12.568100,13.314000,12.568100,12.917900,1528.757063,19748.330864,0.036883,0.036219,9.406213,0.065990
1711756800,12.632200,12.880520,12.532580,12.629390,2289.081709,28909.705645,-0.025212,-0.025535,9.550724,0.062597
1711756800,12.667500,12.886300,12.512900,12.568100,2366.752247,29745.578916,-0.027079,-0.027452,9.597808,0.066773
1711670400,12.802400,13.146990,12.505000,12.674260,4568.406004,57901.165482,0.003553,0.003547,9.736106,0.062642
1711670400,12.760100,13.136900,12.440000,12.667500,6239.008261,79032.637146,0.007909,0.007878,9.776425,0.066505
1711584000,12.254900,12.879730,12.135140,12.765020,17311.790588,220985.353087,0.007161,0.007135,9.946517,0.060252
1711584000,12.220400,12.896100,12.114400,12.760100,8220.245963,104891.160512,0.007310,0.007283,9.981508,0.064124
1711497600,12.695000,12.785420,12.112780,12.218020,80081.663111,978439.361519,-0.042851,-0.043797,10.130059,0.061709
1711497600,12.700100,12.818900,12.000000,12.220400,9007.213555,110071.752528,-0.042296,-0.043216,10.162979,0.065380
1711411200,12.506840,12.880160,12.377220,12.705540,13170.455884,167337.754052,0.039902,0.039126,10.346894,0.060448
1711411200,12.390300,12.883000,12.390300,12.700100,5391.777372,68476.111802,0.039254,0.038503,10.376200,0.064353
1711324800,11.984000,12.725340,11.984000,12.506840,18721.716937,234149.518254,-0.015639,-0.015762,10.564929,0.059948
1711324800,11.988300,13.121000,11.933900,12.390300,4751.053565,58866.978986,-0.024394,-0.024696,10.581296,0.064623
1711238400,11.661030,12.072100,11.592770,11.998430,4853.075332,58229.284653,-0.040651,-0.041500,10.775885,0.059656
1711238400,11.625700,12.071800,11.598200,11.988300,702.683562,8423.981346,-0.032445,-0.032983,10.793817,0.062163
1711152000,11.711920,11.988290,11.620430,11.620430,3380.676290,39284.912175,-0.031504,-0.032011,10.960559,0.060680
1711152000,11.815800,12.410700,11.625700,11.625700,1773.098738,20613.513998,-0.030246,-0.030713,10.975925,0.062852
1711065600,12.119770,12.181530,11.383210,11.559860,32311.395593,373515.209464,-0.005212,-0.005226,11.140006,0.060880
1711065600,12.187400,12.251200,11.357000,11.815800,6016.350909,71087.999071,0.016352,0.016219,11.153042,0.062698
1710979200,11.824570,12.214180,11.556500,12.173430,18868.013227,229688.438263,0.053078,0.051717,11.333810,0.061147
1710979200,11.963500,12.351600,11.768300,12.187400,5168.265005,62987.712922,0.031449,0.030965,11.339271,0.062738
1710892800,10.638240,11.945650,10.320000,11.928100,39677.798085,473280.743333,-0.020153,-0.020359,11.540734,0.058364
1710892800,10.600000,14.108800,10.328800,11.963500,8217.724350,98312.745261,-0.018371,-0.018542,11.548158,0.057968
1710806400,11.898890,12.008620,10.400000,10.650000,40144.965118,427543.878509,-0.107150,-0.113337,11.653775,0.058846
1710806400,11.880300,12.017500,10.383500,10.600000,12869.751384,136419.364670,-0.113972,-0.121006,11.654825,0.057427
1710720000,12.264990,12.588170,11.584400,11.864500,25407.683405,301449.459764,0.114038,0.107991,11.767488,0.055493
1710720000,12.420800,12.590000,11.595600,11.880300,8860.841369,105269.453716,0.120783,0.114028,11.768296,0.055795
1710633600,12.094740,12.646730,11.360280,12.461360,13802.394514,171996.606897,0.050306,0.049082,11.868952,0.053131
1710633600,12.089800,12.856000,11.768300,12.420800,6543.737774,81278.458143,0.045495,0.044491,11.866662,0.053220
1710547200,13.136000,13.153680,11.775330,12.036200,17631.423800,212215.343139,-0.034118,-0.034714,11.902627,0.048431
